dataset_id,heldout_batch,method,model_seed,class,precision,recall,f1,support,coverage,readout
lung_atlas,3,sclsc_refonly,42,Ciliated,1.0,0.9166666666666666,0.9565217391304348,12,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,42,Dendritic cell,0.9223300970873787,0.9693877551020408,0.945273631840796,98,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,42,Endothelium,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,42,Fibroblast,1.0,1.0,1.0,25,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,42,Macrophage,0.5714285714285714,1.0,0.7272727272727273,8,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,42,Mast cell,1.0,0.9897959183673469,0.9948717948717949,98,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,42,Neutrophil_CD14_high,0.75,0.6923076923076923,0.72,13,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,42,Neutrophils_IL1R2,1.0,0.09090909090909091,0.16666666666666666,11,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,42,T/NK cell,1.0,1.0,1.0,59,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,42,Type 2,0.9926470588235294,1.0,0.996309963099631,135,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,43,B cell,1.0,1.0,1.0,3,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,43,Ciliated,1.0,0.8333333333333334,0.9090909090909091,12,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,43,Dendritic cell,0.9207920792079208,0.9489795918367347,0.9346733668341709,98,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,43,Endothelium,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,43,Fibroblast,1.0,1.0,1.0,25,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,43,Macrophage,0.5333333333333333,1.0,0.6956521739130435,8,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,43,Mast cell,1.0,0.9897959183673469,0.9948717948717949,98,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,43,Neutrophil_CD14_high,0.8461538461538461,0.8461538461538461,0.8461538461538461,13,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,43,Neutrophils_IL1R2,1.0,0.18181818181818182,0.3076923076923077,11,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,43,Secretory,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,43,T/NK cell,1.0,0.9830508474576272,0.9914529914529915,59,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,43,Type 2,0.9926470588235294,1.0,0.996309963099631,135,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,44,B cell,1.0,1.0,1.0,3,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,44,Ciliated,1.0,0.8333333333333334,0.9090909090909091,12,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,44,Dendritic cell,0.92,0.9387755102040817,0.9292929292929293,98,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,44,Endothelium,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,44,Fibroblast,1.0,1.0,1.0,25,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,44,Macrophage,0.5714285714285714,1.0,0.7272727272727273,8,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,44,Mast cell,1.0,0.9897959183673469,0.9948717948717949,98,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,44,Neutrophil_CD14_high,0.6470588235294118,0.8461538461538461,0.7333333333333333,13,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,44,Neutrophils_IL1R2,0.0,0.0,0.0,11,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,44,Secretory,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,44,T/NK cell,1.0,0.9830508474576272,0.9914529914529915,59,,common_distance_weighted_15nn
lung_atlas,3,sclsc_refonly,44,Type 2,0.9926470588235294,1.0,0.996309963099631,135,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,40,B cell,1.0,0.5,0.6666666666666666,4,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,40,Basal 2,1.0,0.5,0.6666666666666666,2,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,40,Ciliated,0.6666666666666666,0.5,0.5714285714285714,8,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,40,Dendritic cell,0.3567708333333333,0.9133333333333333,0.5131086142322098,150,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,40,Endothelium,0.9591836734693877,0.9791666666666666,0.9690721649484536,48,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,40,Fibroblast,0.9906542056074766,1.0,0.9953051643192489,212,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,40,Lymphatic,1.0,1.0,1.0,76,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,40,Macrophage,0.9926322839919625,0.8107221006564551,0.8925022583559169,1828,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,40,Neutrophil_CD14_high,0.05714285714285714,0.8571428571428571,0.10714285714285714,7,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,40,Secretory,0.5,1.0,0.6666666666666666,5,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,40,T/NK cell,1.0,0.75,0.8571428571428571,4,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,40,Type 2,0.995774647887324,0.9964763918252291,0.9961253962662909,1419,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,41,B cell,1.0,0.75,0.8571428571428571,4,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,41,Basal 2,0.6666666666666666,1.0,0.8,2,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,41,Ciliated,0.6,0.375,0.46153846153846156,8,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,41,Dendritic cell,0.30839002267573695,0.9066666666666666,0.4602368866328257,150,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,41,Endothelium,0.9591836734693877,0.9791666666666666,0.9690721649484536,48,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,41,Fibroblast,0.9953051643192489,1.0,0.9976470588235294,212,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,41,Lymphatic,1.0,1.0,1.0,76,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,41,Macrophage,0.9962825278810409,0.7330415754923414,0.8446265364008825,1828,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,41,Neutrophil_CD14_high,0.03333333333333333,0.8571428571428571,0.06417112299465241,7,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,41,Neutrophils_IL1R2,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,41,Secretory,0.5,1.0,0.6666666666666666,5,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,41,T/NK cell,0.3,0.75,0.42857142857142855,4,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,41,Type 2,0.9915907498248073,0.9971811134601832,0.994378074490513,1419,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,42,B cell,0.75,0.75,0.75,4,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,42,Basal 2,0.6666666666666666,1.0,0.8,2,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,42,Ciliated,0.5714285714285714,0.5,0.5333333333333333,8,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,42,Dendritic cell,0.29955947136563876,0.9066666666666666,0.4503311258278146,150,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,42,Endothelium,0.9791666666666666,0.9791666666666666,0.9791666666666666,48,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,42,Fibroblast,0.9906542056074766,1.0,0.9953051643192489,212,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,42,Lymphatic,1.0,1.0,1.0,76,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,42,Macrophage,0.9912727272727273,0.7456236323851203,0.8510771152044958,1828,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,42,Neutrophil_CD14_high,0.038461538461538464,0.8571428571428571,0.0736196319018405,7,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,42,Secretory,0.625,1.0,0.7692307692307693,5,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,42,T/NK cell,0.75,0.75,0.75,4,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,42,Type 2,0.9992927864214993,0.9957716701902748,0.9975291210730675,1419,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,43,B cell,1.0,0.5,0.6666666666666666,4,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,43,Basal 2,0.6666666666666666,1.0,0.8,2,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,43,Ciliated,0.625,0.625,0.625,8,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,43,Dendritic cell,0.3036876355748373,0.9333333333333333,0.4582651391162029,150,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,43,Endothelium,0.96,1.0,0.9795918367346939,48,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,43,Fibroblast,0.9906542056074766,1.0,0.9953051643192489,212,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,43,Lymphatic,0.987012987012987,1.0,0.9934640522875817,76,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,43,Macrophage,0.9928109273903667,0.7554704595185996,0.8580304442373408,1828,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,43,Neutrophil_CD14_high,0.048,0.8571428571428571,0.09090909090909091,7,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,43,Neutrophils_IL1R2,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,43,Secretory,0.5714285714285714,0.8,0.6666666666666666,5,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,43,T/NK cell,1.0,0.75,0.8571428571428571,4,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,43,Type 2,0.9950738916256158,0.9964763918252291,0.995774647887324,1419,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,44,B cell,0.6666666666666666,0.5,0.5714285714285714,4,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,44,Basal 2,0.6666666666666666,1.0,0.8,2,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,44,Ciliated,0.5555555555555556,0.625,0.5882352941176471,8,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,44,Dendritic cell,0.3161592505854801,0.9,0.4679376083188908,150,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,44,Endothelium,0.94,0.9791666666666666,0.9591836734693877,48,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,44,Fibroblast,1.0,1.0,1.0,212,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,44,Lymphatic,1.0,1.0,1.0,76,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,44,Macrophage,0.9905316824471959,0.7439824945295405,0.8497344579818806,1828,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,44,Neutrophil_CD14_high,0.03614457831325301,0.8571428571428571,0.06936416184971098,7,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,44,Neutrophils_IL1R2,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,44,Secretory,0.23529411764705882,0.8,0.36363636363636365,5,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,44,T/NK cell,0.6,0.75,0.6666666666666666,4,,common_distance_weighted_15nn
lung_atlas,4,sclsc_refonly,44,Type 2,0.9964763918252291,0.9964763918252291,0.9964763918252291,1419,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,40,B cell,0.14285714285714285,0.5,0.2222222222222222,6,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,40,Ciliated,0.9866666666666667,0.9135802469135802,0.9487179487179487,81,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,40,Dendritic cell,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,40,Endothelium,1.0,0.95,0.9743589743589743,40,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,40,Fibroblast,1.0,0.96,0.9795918367346939,25,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,40,Lymphatic,1.0,0.9545454545454546,0.9767441860465116,44,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,40,Macrophage,0.9436392914653784,0.966996699669967,0.9551752241238793,606,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,40,Mast cell,0.975609756097561,1.0,0.9876543209876543,40,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,40,Neutrophil_CD14_high,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,40,Secretory,0.47619047619047616,0.42857142857142855,0.45112781954887216,70,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,40,T/NK cell,0.9675090252707581,0.9781021897810219,0.9727767695099818,274,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,40,Type 1,0.934010152284264,0.8975609756097561,0.9154228855721394,205,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,40,Type 2,0.9170068027210885,0.8998664886515354,0.9083557951482479,749,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,41,B cell,0.16666666666666666,0.5,0.25,6,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,41,Basal 2,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,41,Ciliated,1.0,0.9259259259259259,0.9615384615384616,81,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,41,Dendritic cell,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,41,Endothelium,0.9487179487179487,0.925,0.9367088607594937,40,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,41,Fibroblast,1.0,0.96,0.9795918367346939,25,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,41,Lymphatic,1.0,0.9545454545454546,0.9767441860465116,44,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,41,Macrophage,0.9040247678018576,0.9636963696369637,0.9329073482428115,606,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,41,Mast cell,0.975609756097561,1.0,0.9876543209876543,40,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,41,Secretory,0.4117647058823529,0.5,0.45161290322580644,70,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,41,T/NK cell,0.9671532846715328,0.9671532846715328,0.9671532846715328,274,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,41,Type 1,0.9641025641025641,0.9170731707317074,0.94,205,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,41,Type 2,0.9453237410071943,0.87716955941255,0.909972299168975,749,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,42,B cell,0.15789473684210525,0.5,0.24,6,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,42,Ciliated,0.95,0.9382716049382716,0.9440993788819876,81,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,42,Dendritic cell,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,42,Endothelium,1.0,0.925,0.961038961038961,40,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,42,Fibroblast,1.0,0.96,0.9795918367346939,25,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,42,Lymphatic,1.0,0.9545454545454546,0.9767441860465116,44,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,42,Macrophage,0.9420289855072463,0.9653465346534653,0.9535452322738386,606,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,42,Mast cell,0.975609756097561,1.0,0.9876543209876543,40,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,42,Neutrophil_CD14_high,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,42,Secretory,0.4375,0.6,0.5060240963855421,70,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,42,T/NK cell,0.95,0.9708029197080292,0.9602888086642599,274,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,42,Type 1,0.9526315789473684,0.8829268292682927,0.9164556962025316,205,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,42,Type 2,0.9390934844192634,0.8851802403204272,0.911340206185567,749,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,43,B cell,0.1111111111111111,0.5,0.18181818181818182,6,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,43,Basal 2,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,43,Ciliated,0.9722222222222222,0.8641975308641975,0.9150326797385621,81,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,43,Dendritic cell,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,43,Endothelium,1.0,0.975,0.9873417721518988,40,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,43,Fibroblast,1.0,0.96,0.9795918367346939,25,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,43,Lymphatic,1.0,0.9545454545454546,0.9767441860465116,44,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,43,Macrophage,0.906441717791411,0.9752475247524752,0.9395866454689984,606,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,43,Mast cell,0.975609756097561,1.0,0.9876543209876543,40,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,43,Secretory,0.38823529411764707,0.4714285714285714,0.4258064516129032,70,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,43,T/NK cell,0.967391304347826,0.9744525547445255,0.9709090909090909,274,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,43,Type 1,0.9789473684210527,0.9073170731707317,0.9417721518987342,205,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,43,Type 2,0.9505813953488372,0.8731642189586115,0.9102296450939458,749,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,44,B cell,0.14285714285714285,0.6666666666666666,0.23529411764705882,6,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,44,Ciliated,1.0,0.9259259259259259,0.9615384615384616,81,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,44,Dendritic cell,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,44,Endothelium,1.0,0.9,0.9473684210526315,40,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,44,Fibroblast,0.9259259259259259,1.0,0.9615384615384616,25,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,44,Lymphatic,1.0,0.9545454545454546,0.9767441860465116,44,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,44,Macrophage,0.9236883942766295,0.9587458745874587,0.9408906882591093,606,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,44,Mast cell,0.975609756097561,1.0,0.9876543209876543,40,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,44,Neutrophil_CD14_high,0.0,0.0,0.0,0,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,44,Secretory,0.4444444444444444,0.45714285714285713,0.4507042253521127,70,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,44,T/NK cell,0.9602888086642599,0.9708029197080292,0.9655172413793104,274,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,44,Type 1,0.973404255319149,0.8926829268292683,0.9312977099236641,205,,common_distance_weighted_15nn
lung_atlas,B1,sclsc_refonly,44,Type 2,0.933240611961057,0.8958611481975968,0.9141689373297003,749,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,40,acinar,1.0,0.9523809523809523,0.975609756097561,21,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,40,activated_stellate,1.0,1.0,1.0,16,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,40,alpha,0.9793388429752066,0.9916317991631799,0.9854469854469855,239,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,40,beta,0.9589552238805971,0.9961240310077519,0.9771863117870723,258,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,40,delta,0.95,0.76,0.8444444444444444,25,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,40,ductal,0.972972972972973,1.0,0.9863013698630136,36,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,40,endothelial,1.0,0.7142857142857143,0.8333333333333334,14,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,40,epsilon,1.0,1.0,1.0,1,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,40,gamma,1.0,1.0,1.0,18,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,40,macrophage,1.0,1.0,1.0,1,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,40,mast,0.0,0.0,0.0,3,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,40,quiescent_stellate,0.3333333333333333,1.0,0.5,1,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,40,schwann,1.0,0.4,0.5714285714285714,5,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,41,acinar,0.95,0.9047619047619048,0.926829268292683,21,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,41,activated_stellate,1.0,1.0,1.0,16,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,41,alpha,0.9711934156378601,0.9874476987447699,0.979253112033195,239,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,41,beta,0.9588014981273408,0.9922480620155039,0.9752380952380952,258,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,41,delta,0.95,0.76,0.8444444444444444,25,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,41,ductal,0.9230769230769231,1.0,0.96,36,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,41,endothelial,1.0,0.6428571428571429,0.782608695652174,14,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,41,epsilon,1.0,1.0,1.0,1,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,41,gamma,1.0,1.0,1.0,18,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,41,macrophage,1.0,1.0,1.0,1,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,41,mast,0.0,0.0,0.0,3,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,41,quiescent_stellate,1.0,1.0,1.0,1,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,41,schwann,1.0,0.6,0.75,5,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,42,acinar,0.9090909090909091,0.9523809523809523,0.9302325581395349,21,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,42,activated_stellate,1.0,1.0,1.0,16,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,42,alpha,0.9793388429752066,0.9916317991631799,0.9854469854469855,239,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,42,beta,0.9734848484848485,0.9961240310077519,0.9846743295019157,258,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,42,delta,0.9545454545454546,0.84,0.8936170212765957,25,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,42,ductal,0.9473684210526315,1.0,0.972972972972973,36,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,42,endothelial,1.0,0.7142857142857143,0.8333333333333334,14,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,42,epsilon,1.0,1.0,1.0,1,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,42,gamma,1.0,1.0,1.0,18,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,42,macrophage,1.0,1.0,1.0,1,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,42,mast,0.0,0.0,0.0,3,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,42,quiescent_stellate,1.0,1.0,1.0,1,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,42,schwann,1.0,0.6,0.75,5,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,43,acinar,0.9130434782608695,1.0,0.9545454545454546,21,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,43,activated_stellate,1.0,1.0,1.0,16,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,43,alpha,0.963265306122449,0.9874476987447699,0.9752066115702479,239,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,43,beta,0.9622641509433962,0.9883720930232558,0.9751434034416826,258,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,43,delta,0.95,0.76,0.8444444444444444,25,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,43,ductal,0.9473684210526315,1.0,0.972972972972973,36,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,43,endothelial,1.0,0.5,0.6666666666666666,14,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,43,epsilon,1.0,1.0,1.0,1,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,43,gamma,1.0,1.0,1.0,18,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,43,macrophage,1.0,1.0,1.0,1,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,43,mast,0.0,0.0,0.0,3,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,43,quiescent_stellate,0.5,1.0,0.6666666666666666,1,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,43,schwann,1.0,0.4,0.5714285714285714,5,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,44,acinar,1.0,0.9523809523809523,0.975609756097561,21,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,44,activated_stellate,1.0,1.0,1.0,16,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,44,alpha,0.9753086419753086,0.9916317991631799,0.983402489626556,239,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,44,beta,0.9624060150375939,0.9922480620155039,0.9770992366412213,258,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,44,delta,0.9523809523809523,0.8,0.8695652173913043,25,,common_distance_weighted_15nn
pancreas,fluidigmc1,sclsc_refonly,44,ductal,0.972972972972973,1.0,0.9863013698630136,36,,common_distance_weighted_15nn
