dataset_id,track,heldout_batch,split_id,split_seed,model_seed,anchor_seed,method,seed,macro_f1,balanced_accuracy,n_reference,n_query,readout,coverage,assigned_only_macro_f1,assigned_only_accuracy,n_fitting,embedding_dimension,classes_json,confusion_matrix_json,artifact_path,artifact_sha256,total_wall_seconds,peak_rss_mb,reference_build_seconds,query_mapping_seconds,artifact_source_scope
immune_cell_human,,10X,,,43.0,,sclsc_refonly,,0.8236969180640371,0.885328523842032,22779,10727,common_distance_weighted_15nn,1.0,,,22779.0,16.0,"[""CD14+ Monocytes"", ""CD16+ Monocytes"", ""CD20+ B cells"", ""CD4+ T cells"", ""CD8+ T cells"", ""HSPCs"", ""Megakaryocyte progenitors"", ""Monocyte progenitors"", ""Monocyte-derived dendritic cells"", ""NK cells"", ""NKT cells"", ""Plasma cells"", ""Plasmacytoid dendritic cells""]","[[3338, 47, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0], [22, 342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1521, 4, 0, 0, 0, 0, 0, 15, 6, 0, 0], [0, 0, 0, 2870, 37, 0, 5, 0, 0, 0, 25, 0, 0], [0, 0, 0, 16, 333, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 2, 0, 19, 6, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [38, 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 599, 156, 0, 0], [0, 0, 0, 52, 35, 0, 0, 0, 0, 50, 919, 0, 0], [0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_10X/seed_43/embedding.npz,3608d82c5acfb1893f0d35ece467aa824880f53b1bf0fdcefd7eb5040ebedb25,,,,,
immune_cell_human,,10X,,,44.0,,sclsc_refonly,,0.8903457845222209,0.8747784320582883,22779,10727,common_distance_weighted_15nn,1.0,,,22779.0,16.0,"[""CD14+ Monocytes"", ""CD16+ Monocytes"", ""CD20+ B cells"", ""CD4+ T cells"", ""CD8+ T cells"", ""HSPCs"", ""Megakaryocyte progenitors"", ""Monocyte-derived dendritic cells"", ""NK cells"", ""NKT cells"", ""Plasma cells"", ""Plasmacytoid dendritic cells""]","[[3334, 53, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [19, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1530, 4, 1, 0, 0, 0, 1, 10, 0, 0], [0, 0, 0, 2885, 37, 0, 4, 0, 1, 10, 0, 0], [0, 0, 0, 37, 312, 0, 0, 0, 0, 1, 0, 0], [0, 0, 1, 1, 0, 22, 4, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0], [50, 1, 0, 0, 0, 0, 0, 131, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 582, 174, 0, 0], [0, 0, 0, 98, 28, 0, 0, 0, 10, 920, 0, 0], [0, 0, 7, 1, 0, 0, 0, 0, 0, 0, 10, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_10X/seed_44/embedding.npz,62fd53ef1a2198dd2a72d109263581034d0faa8dad5025f5acbf899aa5fcf684,,,,,
immune_cell_human,,Oetjen_A,,,40.0,,sclsc_refonly,,0.8397340299528477,0.8816453063584474,30920,2586,common_distance_weighted_15nn,1.0,,,30920.0,16.0,"[""CD10+ B cells"", ""CD14+ Monocytes"", ""CD16+ Monocytes"", ""CD20+ B cells"", ""CD4+ T cells"", ""CD8+ T cells"", ""Erythrocytes"", ""Erythroid progenitors"", ""HSPCs"", ""Megakaryocyte progenitors"", ""Monocyte progenitors"", ""Monocyte-derived dendritic cells"", ""NK cells"", ""NKT cells"", ""Plasma cells"", ""Plasmacytoid dendritic cells""]","[[75, 0, 0, 4, 6, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0], [0, 340, 5, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 1, 0, 0], [0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 421, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 4, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 0, 177, 6, 0, 0, 0, 0, 1, 0, 0, 0], [1, 1, 0, 0, 0, 0, 4, 84, 0, 22, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 3, 0, 0, 0, 186, 2, 24, 3, 0, 3, 1, 3], [0, 2, 0, 0, 1, 0, 0, 0, 13, 56, 0, 0, 0, 0, 0, 0], [0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 132, 1, 0, 0, 1, 0], [0, 9, 0, 0, 0, 0, 0, 0, 2, 0, 0, 78, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 1, 0, 0], [0, 0, 0, 5, 53, 2, 0, 0, 0, 0, 0, 0, 31, 298, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_Oetjen_A/seed_40/embedding.npz,b53fa1c012b4a851efbeab9d044aa0bad330e2fbe7469e6579f16891d5053d83,,,,,
immune_cell_human,,Oetjen_A,,,41.0,,sclsc_refonly,,0.8452303171628079,0.8804049015210812,30920,2586,common_distance_weighted_15nn,1.0,,,30920.0,16.0,"[""CD10+ B cells"", ""CD14+ Monocytes"", ""CD16+ Monocytes"", ""CD20+ B cells"", ""CD4+ T cells"", ""CD8+ T cells"", ""Erythrocytes"", ""Erythroid progenitors"", ""HSPCs"", ""Megakaryocyte progenitors"", ""Monocyte progenitors"", ""Monocyte-derived dendritic cells"", ""NK cells"", ""NKT cells"", ""Plasma cells"", ""Plasmacytoid dendritic cells""]","[[78, 0, 0, 2, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 0, 0], [0, 339, 2, 0, 3, 0, 0, 0, 0, 0, 1, 4, 1, 0, 0, 0], [0, 1, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 440, 135, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 9, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 1, 179, 4, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 1, 76, 0, 33, 0, 1, 0, 0, 0, 0], [0, 1, 1, 1, 8, 0, 0, 0, 181, 5, 25, 0, 1, 0, 0, 4], [0, 2, 0, 0, 1, 0, 0, 0, 5, 64, 0, 0, 0, 0, 0, 0], [0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 140, 1, 0, 0, 0, 0], [0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 5, 80, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 24, 1, 0, 0], [1, 0, 0, 4, 77, 2, 0, 0, 0, 0, 0, 0, 22, 283, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_Oetjen_A/seed_41/embedding.npz,5ad24ac17886f74b563c54d7f5ec0f0085466ebbe0edb2fac07046fafa376322,,,,,
immune_cell_human,,Oetjen_A,,,42.0,,sclsc_refonly,,0.8413894664173607,0.8802728717638768,30920,2586,common_distance_weighted_15nn,1.0,,,30920.0,16.0,"[""CD10+ B cells"", ""CD14+ Monocytes"", ""CD16+ Monocytes"", ""CD20+ B cells"", ""CD4+ T cells"", ""CD8+ T cells"", ""Erythrocytes"", ""Erythroid progenitors"", ""HSPCs"", ""Megakaryocyte progenitors"", ""Monocyte progenitors"", ""Monocyte-derived dendritic cells"", ""NK cells"", ""NKT cells"", ""Plasma cells"", ""Plasmacytoid dendritic cells""]","[[71, 0, 0, 2, 5, 2, 0, 0, 6, 0, 5, 0, 0, 0, 0, 0], [0, 338, 3, 0, 1, 0, 0, 0, 0, 0, 2, 5, 0, 1, 0, 0], [0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 427, 148, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 9, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 0, 177, 7, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 3, 77, 0, 30, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 4, 0, 0, 0, 180, 9, 22, 0, 1, 5, 1, 3], [0, 1, 0, 0, 1, 0, 0, 0, 7, 62, 0, 0, 0, 1, 0, 0], [0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 141, 4, 0, 0, 0, 0], [0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 82, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 1, 0, 0], [0, 0, 0, 5, 50, 7, 0, 0, 0, 0, 0, 0, 24, 303, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_Oetjen_A/seed_42/embedding.npz,6a66f15ffac9fba1d32867d6990f1bdd44593198f3498a059e43a17e2c73e12c,,,,,
immune_cell_human,,Oetjen_A,,,43.0,,sclsc_refonly,,0.8400309677046648,0.8739302477496803,30920,2586,common_distance_weighted_15nn,1.0,,,30920.0,16.0,"[""CD10+ B cells"", ""CD14+ Monocytes"", ""CD16+ Monocytes"", ""CD20+ B cells"", ""CD4+ T cells"", ""CD8+ T cells"", ""Erythrocytes"", ""Erythroid progenitors"", ""HSPCs"", ""Megakaryocyte progenitors"", ""Monocyte progenitors"", ""Monocyte-derived dendritic cells"", ""NK cells"", ""NKT cells"", ""Plasma cells"", ""Plasmacytoid dendritic cells""]","[[76, 0, 0, 2, 2, 1, 0, 0, 8, 0, 2, 0, 0, 0, 0, 0], [0, 341, 2, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 2, 0, 0], [0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 455, 120, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 10, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 0, 179, 5, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 5, 76, 0, 29, 0, 1, 0, 0, 0, 0], [0, 2, 0, 0, 3, 0, 0, 0, 180, 6, 29, 2, 1, 0, 0, 4], [0, 1, 0, 0, 1, 0, 0, 0, 13, 57, 0, 0, 0, 0, 0, 0], [0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 129, 1, 0, 0, 0, 0], [0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 77, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0], [0, 0, 0, 4, 67, 5, 1, 0, 0, 0, 0, 0, 26, 286, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_Oetjen_A/seed_43/embedding.npz,573f16310ea2edfea9bd5c989496f3f286ae69bbe2208abb7379ac131e0035f6,,,,,
immune_cell_human,,Oetjen_A,,,44.0,,sclsc_refonly,,0.8410874977757108,0.8844591033471301,30920,2586,common_distance_weighted_15nn,1.0,,,30920.0,16.0,"[""CD10+ B cells"", ""CD14+ Monocytes"", ""CD16+ Monocytes"", ""CD20+ B cells"", ""CD4+ T cells"", ""CD8+ T cells"", ""Erythrocytes"", ""Erythroid progenitors"", ""HSPCs"", ""Megakaryocyte progenitors"", ""Monocyte progenitors"", ""Monocyte-derived dendritic cells"", ""NK cells"", ""NKT cells"", ""Plasma cells"", ""Plasmacytoid dendritic cells""]","[[72, 0, 0, 4, 5, 0, 0, 0, 2, 0, 7, 0, 0, 1, 0, 0], [0, 338, 2, 0, 0, 0, 0, 0, 1, 0, 1, 6, 0, 2, 0, 0], [0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 445, 128, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0], [0, 0, 0, 0, 8, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 1, 177, 5, 0, 0, 0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0, 2, 81, 0, 27, 0, 1, 0, 0, 0, 0], [0, 2, 0, 1, 1, 1, 0, 0, 191, 3, 20, 0, 0, 4, 0, 4], [0, 1, 0, 0, 2, 0, 0, 0, 6, 63, 0, 0, 0, 0, 0, 0], [0, 41, 0, 0, 1, 0, 0, 0, 0, 0, 139, 2, 0, 0, 0, 0], [0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 84, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 24, 1, 0, 0], [0, 1, 0, 4, 70, 3, 0, 0, 0, 0, 0, 0, 42, 269, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_Oetjen_A/seed_44/embedding.npz,7a76801d71e1e28b960db8f73db6ad626303358115741651b6f1c82610133b1b,,,,,
immune_cell_human,,Villani,,,40.0,,sclsc_refonly,,0.6152259384828863,0.6818656911418866,32484,1022,common_distance_weighted_15nn,1.0,,,32484.0,16.0,"[""CD14+ Monocytes"", ""CD16+ Monocytes"", ""Monocyte-derived dendritic cells"", ""Plasmacytoid dendritic cells""]","[[145, 0, 0, 0], [158, 14, 0, 0], [42, 147, 345, 0], [0, 0, 0, 171]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_Villani/seed_40/embedding.npz,686ec5bf04d13ef1e4672cabfa5c9e12d85915a5871ca36c5391dfc9668d2200,,,,,
immune_cell_human,,Villani,,,41.0,,sclsc_refonly,,0.4125104026863226,0.6843768114636175,32484,1022,common_distance_weighted_15nn,1.0,,,32484.0,16.0,"[""CD14+ Monocytes"", ""CD16+ Monocytes"", ""HSPCs"", ""Monocyte progenitors"", ""Monocyte-derived dendritic cells"", ""Plasmacytoid dendritic cells""]","[[144, 0, 0, 1, 0, 0], [147, 24, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [45, 162, 0, 0, 323, 4], [0, 0, 0, 0, 0, 171]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_Villani/seed_41/embedding.npz,276dc7bf1c1ecbd7587bc29ae75cd0613e28acb7a2768dccc5ba0c174a8d6d94,,,,,
immune_cell_human,,Villani,,,42.0,,sclsc_refonly,,0.6670172427010097,0.7204215961003037,32484,1022,common_distance_weighted_15nn,1.0,,,32484.0,16.0,"[""CD14+ Monocytes"", ""CD16+ Monocytes"", ""Monocyte-derived dendritic cells"", ""Plasmacytoid dendritic cells""]","[[143, 2, 0, 0], [130, 40, 2, 0], [14, 166, 354, 0], [0, 0, 0, 171]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_Villani/seed_42/embedding.npz,eb7a64d3446ef72539a8fff5c23647217bda489f4a06cffd4d18c54b16ae1daf,,,,,
immune_cell_human,,Villani,,,43.0,,sclsc_refonly,,0.7017628758723802,0.7478908931998595,32484,1022,common_distance_weighted_15nn,1.0,,,32484.0,16.0,"[""CD14+ Monocytes"", ""CD16+ Monocytes"", ""Monocyte-derived dendritic cells"", ""Plasmacytoid dendritic cells""]","[[143, 1, 1, 0], [102, 56, 14, 0], [2, 169, 363, 0], [0, 0, 0, 171]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_Villani/seed_43/embedding.npz,28b5f8edec7dff0c10172624d6899de9d7bfd5d6d39938799474b463bd597cc8,,,,,
immune_cell_human,,Villani,,,44.0,,sclsc_refonly,,0.7244261173758234,0.7781909541701582,32484,1022,common_distance_weighted_15nn,1.0,,,32484.0,16.0,"[""CD14+ Monocytes"", ""CD16+ Monocytes"", ""Monocyte-derived dendritic cells"", ""Plasmacytoid dendritic cells""]","[[143, 2, 0, 0], [90, 82, 0, 0], [16, 171, 347, 0], [0, 0, 0, 171]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_Villani/seed_44/embedding.npz,9c1e4b11d51955405a409f27467ae79b5c29f25ec35bf7755cec4a46852ff7d6,,,,,
lung_atlas,,3,,,40.0,,sclsc_refonly,,0.6818880791205514,0.8374326238733019,32010,462,common_distance_weighted_15nn,1.0,,,32010.0,16.0,"[""B cell"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Macrophage"", ""Mast cell"", ""Neutrophil_CD14_high"", ""Neutrophils_IL1R2"", ""Secretory"", ""T/NK cell"", ""Type 2""]","[[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 92, 0, 0, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 97, 0, 0, 0, 0, 0], [0, 0, 4, 0, 0, 1, 0, 7, 1, 0, 0, 0], [0, 0, 4, 0, 0, 4, 0, 2, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 58, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_3/seed_40/embedding.npz,ab731a6a7b44d2ed5f1a5280b18ec92cd0e38a79dd56a7972269b8e5cbd655fc,,,,,
lung_atlas,,3,,,41.0,,sclsc_refonly,,0.7066045663370387,0.8758941623348402,32010,462,common_distance_weighted_15nn,1.0,,,32010.0,16.0,"[""B cell"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Macrophage"", ""Mast cell"", ""Neutrophil_CD14_high"", ""Neutrophils_IL1R2"", ""Secretory"", ""T/NK cell"", ""Type 2""]","[[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 92, 0, 0, 4, 0, 2, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 97, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0], [0, 0, 5, 0, 0, 1, 0, 4, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 58, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_3/seed_41/embedding.npz,6a5b65cb733f569bc8263f28e733d4a089334c11c80dc42032af9eb8a4788b5d,,,,,
lung_atlas,,3,,,42.0,,sclsc_refonly,,0.7733560475347319,0.8659067123352837,32010,462,common_distance_weighted_15nn,1.0,,,32010.0,16.0,"[""B cell"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Macrophage"", ""Mast cell"", ""Neutrophil_CD14_high"", ""Neutrophils_IL1R2"", ""T/NK cell"", ""Type 2""]","[[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 95, 0, 0, 2, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 97, 0, 0, 0, 0], [0, 0, 3, 0, 0, 1, 0, 9, 0, 0, 0], [0, 0, 5, 0, 0, 3, 0, 2, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_3/seed_42/embedding.npz,02f87c0ee93b0cde932ff0ccee7d4e5478338abea28b28fbbbb7f2287486bf25,,,,,
lung_atlas,,3,,,43.0,,sclsc_refonly,,0.7229914460923913,0.878313171896707,32010,462,common_distance_weighted_15nn,1.0,,,32010.0,16.0,"[""B cell"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Macrophage"", ""Mast cell"", ""Neutrophil_CD14_high"", ""Neutrophils_IL1R2"", ""Secretory"", ""T/NK cell"", ""Type 2""]","[[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 93, 0, 0, 4, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 97, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 0, 0, 11, 0, 0, 0, 0], [0, 0, 6, 0, 0, 2, 0, 1, 2, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 58, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_3/seed_43/embedding.npz,25f9d1d09058b1de3cd157f607ec4c033edcfbd8fed77b6f8cd7560923938897,,,,,
lung_atlas,,3,,,44.0,,sclsc_refonly,,0.6901353873678597,0.8591109455516236,32010,462,common_distance_weighted_15nn,1.0,,,32010.0,16.0,"[""B cell"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Macrophage"", ""Mast cell"", ""Neutrophil_CD14_high"", ""Neutrophils_IL1R2"", ""Secretory"", ""T/NK cell"", ""Type 2""]","[[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 92, 0, 0, 4, 0, 2, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 97, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 0, 0, 11, 0, 0, 0, 0], [0, 0, 6, 0, 0, 1, 0, 4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 58, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_3/seed_44/embedding.npz,a8ef8a777a0f096eeda04ef79fe0b211bd372d6e7a6f80c752095145b8cb9f02,,,,,
lung_atlas,,4,,,40.0,,sclsc_refonly,,0.7418189903197003,0.8172367791353784,28709,3763,common_distance_weighted_15nn,1.0,,,28709.0,16.0,"[""B cell"", ""Basal 2"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Lymphatic"", ""Macrophage"", ""Neutrophil_CD14_high"", ""Secretory"", ""T/NK cell"", ""Type 2""]","[[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0, 1], [0, 0, 0, 137, 0, 0, 0, 8, 5, 0, 0, 0], [0, 0, 0, 0, 47, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0], [0, 0, 0, 243, 2, 2, 0, 1482, 94, 0, 0, 5], [0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0], [0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 0, 1414]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_4/seed_40/embedding.npz,2dce0e8de23c7512bdb2887f1b5d93fc632fb0275b39ca0cf823eec05344a2fd,,,,,
