dataset_id,track,heldout_batch,split_id,split_seed,model_seed,anchor_seed,method,seed,macro_f1,balanced_accuracy,n_reference,n_query
lung_atlas,core,,random_seed_44,44.0,44.0,0.0,solar_orthogonal_uniq,44.0,0.9488460754592319,0.9441022160197794,25975,6497
simulation_1,core,,random_seed_40,40.0,40.0,0.0,solar_orthogonal_uniq,40.0,0.9980679958980139,0.9964285714285713,9677,2420
simulation_1,core,,random_seed_41,41.0,41.0,0.0,solar_orthogonal_uniq,41.0,1.0,1.0,9677,2420
simulation_1,core,,random_seed_42,42.0,42.0,0.0,solar_orthogonal_uniq,42.0,1.0,1.0,9677,2420
simulation_1,core,,random_seed_43,43.0,43.0,0.0,solar_orthogonal_uniq,43.0,1.0,1.0,9677,2420
simulation_1,core,,random_seed_44,44.0,44.0,0.0,solar_orthogonal_uniq,44.0,0.9980679958980139,0.9964285714285713,9677,2420
simulation_2,core,,random_seed_40,40.0,40.0,0.0,solar_orthogonal_uniq,40.0,1.0,1.0,15455,3863
simulation_2,core,,random_seed_41,41.0,41.0,0.0,solar_orthogonal_uniq,41.0,1.0,1.0,15455,3863
simulation_2,core,,random_seed_42,42.0,42.0,0.0,solar_orthogonal_uniq,42.0,1.0,1.0,15455,3863
simulation_2,core,,random_seed_43,43.0,43.0,0.0,solar_orthogonal_uniq,43.0,1.0,1.0,15455,3863
simulation_2,core,,random_seed_44,44.0,44.0,0.0,solar_orthogonal_uniq,44.0,1.0,1.0,15455,3863
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,40.0,0.0,solar_orthogonal_uniq,40.0,0.8956169927211375,0.8681301798544184,15744,638
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,41.0,0.0,solar_orthogonal_uniq,41.0,0.8854988310296219,0.854691349972074,15744,638
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,42.0,0.0,solar_orthogonal_uniq,42.0,0.8933700081166621,0.8662986780229166,15744,638
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,43.0,0.0,solar_orthogonal_uniq,43.0,0.8906486028852139,0.8629646270825604,15744,638
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,44.0,0.0,solar_orthogonal_uniq,44.0,0.8084388199744234,0.7842029494836734,15744,638
pancreas,heldout,inDrop2,heldout_inDrop2,,40.0,0.0,solar_orthogonal_uniq,40.0,0.8383957262518945,0.884229637425122,14658,1724
pancreas,heldout,inDrop2,heldout_inDrop2,,41.0,0.0,solar_orthogonal_uniq,41.0,0.7820471952451363,0.8016691059491465,14658,1724
pancreas,heldout,inDrop2,heldout_inDrop2,,42.0,0.0,solar_orthogonal_uniq,42.0,0.8229918571650332,0.8350858553127397,14658,1724
pancreas,heldout,inDrop2,heldout_inDrop2,,43.0,0.0,solar_orthogonal_uniq,43.0,0.8267302471788428,0.8725433824520967,14658,1724
pancreas,heldout,inDrop2,heldout_inDrop2,,44.0,0.0,solar_orthogonal_uniq,44.0,0.8081787547424951,0.8219336831025894,14658,1724
pancreas,heldout,inDrop3,heldout_inDrop3,,40.0,0.0,solar_orthogonal_uniq,40.0,0.8538590339366406,0.8529314145500698,12777,3605
pancreas,heldout,inDrop3,heldout_inDrop3,,41.0,0.0,solar_orthogonal_uniq,41.0,0.851957687289134,0.8537589244569516,12777,3605
pancreas,heldout,inDrop3,heldout_inDrop3,,42.0,0.0,solar_orthogonal_uniq,42.0,0.7798648574399006,0.7788407911093745,12777,3605
pancreas,heldout,inDrop3,heldout_inDrop3,,43.0,0.0,solar_orthogonal_uniq,43.0,0.7809511517220226,0.7804889197992774,12777,3605
pancreas,heldout,inDrop3,heldout_inDrop3,,44.0,0.0,solar_orthogonal_uniq,44.0,0.8641741149075459,0.8613425324786638,12777,3605
immune_cell_human,heldout,10X,heldout_10X,,40.0,0.0,solar_orthogonal_uniq,40.0,0.8303561930848992,0.8886759462870623,22779,10727
immune_cell_human,heldout,10X,heldout_10X,,41.0,0.0,solar_orthogonal_uniq,41.0,0.8346774579469914,0.8930962741632178,22779,10727
immune_cell_human,heldout,10X,heldout_10X,,42.0,0.0,solar_orthogonal_uniq,42.0,0.8262673359234547,0.8897701981752922,22779,10727
immune_cell_human,heldout,10X,heldout_10X,,43.0,0.0,solar_orthogonal_uniq,43.0,0.8986259896625782,0.8885832222778672,22779,10727
immune_cell_human,heldout,10X,heldout_10X,,44.0,0.0,solar_orthogonal_uniq,44.0,0.8282716782373398,0.886105727268751,22779,10727
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,40.0,0.0,solar_orthogonal_uniq,40.0,0.8518053653773305,0.8752025735148012,30920,2586
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,41.0,0.0,solar_orthogonal_uniq,41.0,0.8521817873130904,0.8724901350847498,30920,2586
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,42.0,0.0,solar_orthogonal_uniq,42.0,0.8514868401149696,0.8794798489527216,30920,2586
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,43.0,0.0,solar_orthogonal_uniq,43.0,0.8540288529109851,0.8796464986265662,30920,2586
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,44.0,0.0,solar_orthogonal_uniq,44.0,0.8434558764039819,0.869132473835915,30920,2586
immune_cell_human,heldout,Villani,heldout_Villani,,40.0,0.0,solar_orthogonal_uniq,40.0,0.5223045870261669,0.6187411960991023,32484,1022
immune_cell_human,heldout,Villani,heldout_Villani,,41.0,0.0,solar_orthogonal_uniq,41.0,0.5314131968538587,0.6294109983811335,32484,1022
immune_cell_human,heldout,Villani,heldout_Villani,,42.0,0.0,solar_orthogonal_uniq,42.0,0.556713262034283,0.641409082171744,32484,1022
immune_cell_human,heldout,Villani,heldout_Villani,,43.0,0.0,solar_orthogonal_uniq,43.0,0.5226541417716706,0.623744026862973,32484,1022
immune_cell_human,heldout,Villani,heldout_Villani,,44.0,0.0,solar_orthogonal_uniq,44.0,0.5197037136948116,0.6190623789228982,32484,1022
lung_atlas,heldout,3,heldout_3,,40.0,0.0,solar_orthogonal_uniq,40.0,0.726543926510241,0.8829745819152599,32010,462
lung_atlas,heldout,3,heldout_3,,41.0,0.0,solar_orthogonal_uniq,41.0,0.7593491878841813,0.9074804332068254,32010,462
lung_atlas,heldout,3,heldout_3,,42.0,0.0,solar_orthogonal_uniq,42.0,0.7482942892307379,0.8983895241159164,32010,462
lung_atlas,heldout,3,heldout_3,,43.0,0.0,solar_orthogonal_uniq,43.0,0.8229652380078479,0.9105101415936767,32010,462
lung_atlas,heldout,3,heldout_3,,44.0,0.0,solar_orthogonal_uniq,44.0,0.7218320461578142,0.8815759805166585,32010,462
lung_atlas,heldout,B1,heldout_B1,,40.0,0.0,solar_orthogonal_uniq,40.0,0.8860804335570441,0.8856747776771537,30332,2140
lung_atlas,heldout,B1,heldout_B1,,41.0,0.0,solar_orthogonal_uniq,41.0,0.8985219865533524,0.9097011405270939,30332,2140
lung_atlas,heldout,B1,heldout_B1,,42.0,0.0,solar_orthogonal_uniq,42.0,0.8339591855164664,0.9118390355366665,30332,2140
lung_atlas,heldout,B1,heldout_B1,,43.0,0.0,solar_orthogonal_uniq,43.0,0.8126564238452635,0.8947960907354221,30332,2140
lung_atlas,heldout,B1,heldout_B1,,44.0,0.0,solar_orthogonal_uniq,44.0,0.8174625690103067,0.8951814426293633,30332,2140
lung_atlas,heldout,4,heldout_4,,40.0,0.0,solar_orthogonal_uniq,40.0,0.7725137126078624,0.863104851740799,28709,3763
lung_atlas,heldout,4,heldout_4,,41.0,0.0,solar_orthogonal_uniq,41.0,0.6961641322244593,0.8556729998906607,28709,3763
lung_atlas,heldout,4,heldout_4,,42.0,0.0,solar_orthogonal_uniq,42.0,0.6195783947432077,0.7870545948335247,28709,3763
lung_atlas,heldout,4,heldout_4,,43.0,0.0,solar_orthogonal_uniq,43.0,0.726914414278756,0.8499081992585187,28709,3763
lung_atlas,heldout,4,heldout_4,,44.0,0.0,solar_orthogonal_uniq,44.0,0.745958304471687,0.85653064637741,28709,3763
simulation_1,heldout,Batch6,heldout_Batch6,,40.0,0.0,solar_orthogonal_uniq,40.0,1.0,1.0,11140,957
simulation_1,heldout,Batch6,heldout_Batch6,,41.0,0.0,solar_orthogonal_uniq,41.0,1.0,1.0,11140,957
simulation_1,heldout,Batch6,heldout_Batch6,,42.0,0.0,solar_orthogonal_uniq,42.0,1.0,1.0,11140,957
simulation_1,heldout,Batch6,heldout_Batch6,,43.0,0.0,solar_orthogonal_uniq,43.0,1.0,1.0,11140,957
simulation_1,heldout,Batch6,heldout_Batch6,,44.0,0.0,solar_orthogonal_uniq,44.0,1.0,1.0,11140,957
simulation_1,heldout,Batch3,heldout_Batch3,,40.0,0.0,solar_orthogonal_uniq,40.0,1.0,1.0,9977,2120
simulation_1,heldout,Batch3,heldout_Batch3,,41.0,0.0,solar_orthogonal_uniq,41.0,1.0,1.0,9977,2120
simulation_1,heldout,Batch3,heldout_Batch3,,42.0,0.0,solar_orthogonal_uniq,42.0,1.0,1.0,9977,2120
simulation_1,heldout,Batch3,heldout_Batch3,,43.0,0.0,solar_orthogonal_uniq,43.0,1.0,1.0,9977,2120
simulation_1,heldout,Batch3,heldout_Batch3,,44.0,0.0,solar_orthogonal_uniq,44.0,1.0,1.0,9977,2120
simulation_1,heldout,Batch1,heldout_Batch1,,40.0,0.0,solar_orthogonal_uniq,40.0,1.0,1.0,9189,2908
simulation_1,heldout,Batch1,heldout_Batch1,,41.0,0.0,solar_orthogonal_uniq,41.0,1.0,1.0,9189,2908
simulation_1,heldout,Batch1,heldout_Batch1,,42.0,0.0,solar_orthogonal_uniq,42.0,1.0,1.0,9189,2908
simulation_1,heldout,Batch1,heldout_Batch1,,43.0,0.0,solar_orthogonal_uniq,43.0,1.0,1.0,9189,2908
simulation_1,heldout,Batch1,heldout_Batch1,,44.0,0.0,solar_orthogonal_uniq,44.0,1.0,1.0,9189,2908
simulation_2,heldout,Batch3Sub4,heldout_Batch3Sub4,,40.0,0.0,solar_orthogonal_uniq,40.0,1.0,1.0,18833,485
simulation_2,heldout,Batch3Sub4,heldout_Batch3Sub4,,41.0,0.0,solar_orthogonal_uniq,41.0,1.0,1.0,18833,485
simulation_2,heldout,Batch3Sub4,heldout_Batch3Sub4,,42.0,0.0,solar_orthogonal_uniq,42.0,1.0,1.0,18833,485
simulation_2,heldout,Batch3Sub4,heldout_Batch3Sub4,,43.0,0.0,solar_orthogonal_uniq,43.0,1.0,1.0,18833,485
simulation_2,heldout,Batch3Sub4,heldout_Batch3Sub4,,44.0,0.0,solar_orthogonal_uniq,44.0,1.0,1.0,18833,485
simulation_2,heldout,Batch1Sub3,heldout_Batch1Sub3,,40.0,0.0,solar_orthogonal_uniq,40.0,1.0,1.0,18108,1210
simulation_2,heldout,Batch1Sub3,heldout_Batch1Sub3,,41.0,0.0,solar_orthogonal_uniq,41.0,1.0,1.0,18108,1210
simulation_2,heldout,Batch1Sub3,heldout_Batch1Sub3,,42.0,0.0,solar_orthogonal_uniq,42.0,1.0,1.0,18108,1210
simulation_2,heldout,Batch1Sub3,heldout_Batch1Sub3,,43.0,0.0,solar_orthogonal_uniq,43.0,1.0,1.0,18108,1210
simulation_2,heldout,Batch1Sub3,heldout_Batch1Sub3,,44.0,0.0,solar_orthogonal_uniq,44.0,1.0,1.0,18108,1210
simulation_2,heldout,Batch3Sub1,heldout_Batch3Sub1,,40.0,0.0,solar_orthogonal_uniq,40.0,1.0,1.0,17388,1930
simulation_2,heldout,Batch3Sub1,heldout_Batch3Sub1,,41.0,0.0,solar_orthogonal_uniq,41.0,1.0,1.0,17388,1930
simulation_2,heldout,Batch3Sub1,heldout_Batch3Sub1,,42.0,0.0,solar_orthogonal_uniq,42.0,1.0,1.0,17388,1930
simulation_2,heldout,Batch3Sub1,heldout_Batch3Sub1,,43.0,0.0,solar_orthogonal_uniq,43.0,1.0,1.0,17388,1930
simulation_2,heldout,Batch3Sub1,heldout_Batch3Sub1,,44.0,0.0,solar_orthogonal_uniq,44.0,1.0,1.0,17388,1930
pancreas,core,,random_seed_40,40.0,,,unintegrated_pca_matched,,0.8542595803918916,0.8376202386203092,13104,3278
pancreas,core,,random_seed_41,41.0,,,unintegrated_pca_matched,,0.8271510372875079,0.8214012785611243,13104,3278
pancreas,core,,random_seed_42,42.0,,,unintegrated_pca_matched,,0.8414202375822407,0.8337367443872891,13104,3278
pancreas,core,,random_seed_43,43.0,,,unintegrated_pca_matched,,0.854275022839683,0.8400446892859879,13104,3278
pancreas,core,,random_seed_44,44.0,,,unintegrated_pca_matched,,0.8597420680722924,0.8588844247723174,13104,3278
immune_cell_human,core,,random_seed_40,40.0,,,unintegrated_pca_matched,,0.9368400198207745,0.9273941136154842,26809,6697
immune_cell_human,core,,random_seed_41,41.0,,,unintegrated_pca_matched,,0.9282843185364651,0.9173629887194742,26809,6697
immune_cell_human,core,,random_seed_42,42.0,,,unintegrated_pca_matched,,0.9282879432323259,0.9158558682425569,26809,6697
immune_cell_human,core,,random_seed_43,43.0,,,unintegrated_pca_matched,,0.9381134197475978,0.9291658064178481,26809,6697
immune_cell_human,core,,random_seed_44,44.0,,,unintegrated_pca_matched,,0.9287776052865241,0.9178424680408339,26809,6697
lung_atlas,core,,random_seed_40,40.0,,,unintegrated_pca_matched,,0.9501764996815697,0.9442556457237354,25975,6497
lung_atlas,core,,random_seed_41,41.0,,,unintegrated_pca_matched,,0.9532614225133498,0.9468270676407393,25975,6497
lung_atlas,core,,random_seed_42,42.0,,,unintegrated_pca_matched,,0.9489515248731176,0.9463368554003282,25975,6497
lung_atlas,core,,random_seed_43,43.0,,,unintegrated_pca_matched,,0.9476786440472511,0.9437565169249936,25975,6497
lung_atlas,core,,random_seed_44,44.0,,,unintegrated_pca_matched,,0.9426312069155889,0.9344219901125184,25975,6497
simulation_1,core,,random_seed_40,40.0,,,unintegrated_pca_matched,,1.0,1.0,9677,2420
simulation_1,core,,random_seed_41,41.0,,,unintegrated_pca_matched,,1.0,1.0,9677,2420
simulation_1,core,,random_seed_42,42.0,,,unintegrated_pca_matched,,0.9980679958980139,0.9964285714285713,9677,2420
simulation_1,core,,random_seed_43,43.0,,,unintegrated_pca_matched,,1.0,1.0,9677,2420
simulation_1,core,,random_seed_44,44.0,,,unintegrated_pca_matched,,0.9980679958980139,0.9964285714285713,9677,2420
simulation_2,core,,random_seed_40,40.0,,,unintegrated_pca_matched,,1.0,1.0,15455,3863
simulation_2,core,,random_seed_41,41.0,,,unintegrated_pca_matched,,1.0,1.0,15455,3863
simulation_2,core,,random_seed_42,42.0,,,unintegrated_pca_matched,,1.0,1.0,15455,3863
simulation_2,core,,random_seed_43,43.0,,,unintegrated_pca_matched,,1.0,1.0,15455,3863
simulation_2,core,,random_seed_44,44.0,,,unintegrated_pca_matched,,1.0,1.0,15455,3863
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,,,unintegrated_pca_matched,,0.7349837434357829,0.7582227487841967,15744,638
pancreas,heldout,inDrop2,heldout_inDrop2,,,,unintegrated_pca_matched,,0.8054144409978851,0.8159541626157455,14658,1724
pancreas,heldout,inDrop3,heldout_inDrop3,,,,unintegrated_pca_matched,,0.7993432450859952,0.8477144075212747,12777,3605
immune_cell_human,heldout,10X,heldout_10X,,,,unintegrated_pca_matched,,0.8687363479500868,0.8520349628191392,22779,10727
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,,,unintegrated_pca_matched,,0.8775020921816954,0.8907942353117412,30920,2586
immune_cell_human,heldout,Villani,heldout_Villani,,,,unintegrated_pca_matched,,0.46319972067944587,0.5738106510490806,32484,1022
lung_atlas,heldout,3,heldout_3,,,,unintegrated_pca_matched,,0.7529159522119073,0.8636569947405299,32010,462
lung_atlas,heldout,B1,heldout_B1,,,,unintegrated_pca_matched,,0.8398372559023447,0.8507953010154847,30332,2140
lung_atlas,heldout,4,heldout_4,,,,unintegrated_pca_matched,,0.6890293948845243,0.8563663589264704,28709,3763
simulation_1,heldout,Batch6,heldout_Batch6,,,,unintegrated_pca_matched,,1.0,1.0,11140,957
simulation_1,heldout,Batch3,heldout_Batch3,,,,unintegrated_pca_matched,,1.0,1.0,9977,2120
simulation_1,heldout,Batch1,heldout_Batch1,,,,unintegrated_pca_matched,,1.0,1.0,9189,2908
simulation_2,heldout,Batch3Sub4,heldout_Batch3Sub4,,,,unintegrated_pca_matched,,1.0,1.0,18833,485
simulation_2,heldout,Batch1Sub3,heldout_Batch1Sub3,,,,unintegrated_pca_matched,,1.0,1.0,18108,1210
simulation_2,heldout,Batch3Sub1,heldout_Batch3Sub1,,,,unintegrated_pca_matched,,0.13953365950065558,0.5038035961272476,17388,1930
pancreas,core,,random_seed_40,40.0,,,unintegrated_pca_matched_30d,,0.8310117195908696,0.8086568329147253,13104,3278
pancreas,core,,random_seed_41,41.0,,,unintegrated_pca_matched_30d,,0.8246636408935187,0.8125530814919079,13104,3278
pancreas,core,,random_seed_42,42.0,,,unintegrated_pca_matched_30d,,0.8413397813956117,0.8331746600683246,13104,3278
pancreas,core,,random_seed_43,43.0,,,unintegrated_pca_matched_30d,,0.8535692583172241,0.8451707380198885,13104,3278
pancreas,core,,random_seed_44,44.0,,,unintegrated_pca_matched_30d,,0.846385001716764,0.845365583431467,13104,3278
immune_cell_human,core,,random_seed_40,40.0,,,unintegrated_pca_matched_30d,,0.9345544781967237,0.9244940071848438,26809,6697
immune_cell_human,core,,random_seed_41,41.0,,,unintegrated_pca_matched_30d,,0.9277007866069112,0.9168584044725743,26809,6697
immune_cell_human,core,,random_seed_42,42.0,,,unintegrated_pca_matched_30d,,0.9276553844433946,0.9159454064757147,26809,6697
immune_cell_human,core,,random_seed_43,43.0,,,unintegrated_pca_matched_30d,,0.9357675951612383,0.9258570741214918,26809,6697
immune_cell_human,core,,random_seed_44,44.0,,,unintegrated_pca_matched_30d,,0.9283825608245382,0.9167501113362492,26809,6697
lung_atlas,core,,random_seed_40,40.0,,,unintegrated_pca_matched_30d,,0.9491974632252327,0.941398104146027,25975,6497
lung_atlas,core,,random_seed_41,41.0,,,unintegrated_pca_matched_30d,,0.9515614438945358,0.9452888976444946,25975,6497
lung_atlas,core,,random_seed_42,42.0,,,unintegrated_pca_matched_30d,,0.9486671075746548,0.9466188112090357,25975,6497
lung_atlas,core,,random_seed_43,43.0,,,unintegrated_pca_matched_30d,,0.9481963992405864,0.9442126950672235,25975,6497
lung_atlas,core,,random_seed_44,44.0,,,unintegrated_pca_matched_30d,,0.9411377909646101,0.9330723370748586,25975,6497
simulation_1,core,,random_seed_40,40.0,,,unintegrated_pca_matched_30d,,1.0,1.0,9677,2420
simulation_1,core,,random_seed_41,41.0,,,unintegrated_pca_matched_30d,,1.0,1.0,9677,2420
simulation_1,core,,random_seed_42,42.0,,,unintegrated_pca_matched_30d,,1.0,1.0,9677,2420
simulation_1,core,,random_seed_43,43.0,,,unintegrated_pca_matched_30d,,1.0,1.0,9677,2420
simulation_1,core,,random_seed_44,44.0,,,unintegrated_pca_matched_30d,,0.9980679958980139,0.9964285714285713,9677,2420
simulation_2,core,,random_seed_40,40.0,,,unintegrated_pca_matched_30d,,1.0,1.0,15455,3863
simulation_2,core,,random_seed_41,41.0,,,unintegrated_pca_matched_30d,,1.0,1.0,15455,3863
simulation_2,core,,random_seed_42,42.0,,,unintegrated_pca_matched_30d,,1.0,1.0,15455,3863
simulation_2,core,,random_seed_43,43.0,,,unintegrated_pca_matched_30d,,1.0,1.0,15455,3863
simulation_2,core,,random_seed_44,44.0,,,unintegrated_pca_matched_30d,,1.0,1.0,15455,3863
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,,,unintegrated_pca_matched_30d,,0.7973071611641827,0.7628425269604602,15744,638
pancreas,heldout,inDrop2,heldout_inDrop2,,,,unintegrated_pca_matched_30d,,0.7877481072881428,0.7891078191644955,14658,1724
pancreas,heldout,inDrop3,heldout_inDrop3,,,,unintegrated_pca_matched_30d,,0.7763735337320092,0.8313516061656101,12777,3605
immune_cell_human,heldout,10X,heldout_10X,,,,unintegrated_pca_matched_30d,,0.7894350583339121,0.8357636094457455,22779,10727
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,,,unintegrated_pca_matched_30d,,0.8755525134353594,0.883379153918777,30920,2586
immune_cell_human,heldout,Villani,heldout_Villani,,,,unintegrated_pca_matched_30d,,0.45620342881085485,0.5695971679030132,32484,1022
lung_atlas,heldout,3,heldout_3,,,,unintegrated_pca_matched_30d,,0.7562065875604312,0.8580055033747527,32010,462
lung_atlas,heldout,B1,heldout_B1,,,,unintegrated_pca_matched_30d,,0.8375138138932733,0.8426172865867575,30332,2140
lung_atlas,heldout,4,heldout_4,,,,unintegrated_pca_matched_30d,,0.6916262216748357,0.856013210373103,28709,3763
simulation_1,heldout,Batch6,heldout_Batch6,,,,unintegrated_pca_matched_30d,,1.0,1.0,11140,957
simulation_1,heldout,Batch3,heldout_Batch3,,,,unintegrated_pca_matched_30d,,1.0,1.0,9977,2120
simulation_1,heldout,Batch1,heldout_Batch1,,,,unintegrated_pca_matched_30d,,1.0,1.0,9189,2908
simulation_2,heldout,Batch3Sub4,heldout_Batch3Sub4,,,,unintegrated_pca_matched_30d,,1.0,1.0,18833,485
simulation_2,heldout,Batch1Sub3,heldout_Batch1Sub3,,,,unintegrated_pca_matched_30d,,1.0,1.0,18108,1210
simulation_2,heldout,Batch3Sub1,heldout_Batch3Sub1,,,,unintegrated_pca_matched_30d,,0.13913532950230198,0.5034578146611342,17388,1930
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,40.0,,frozen_reference_scvi,40.0,0.8338188869003638,0.8410569531665182,15744,638
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,41.0,,frozen_reference_scvi,41.0,0.8436028240297953,0.9421442445362362,15744,638
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,42.0,,frozen_reference_scvi,42.0,0.7751447655382935,0.903701737214922,15744,638
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,43.0,,frozen_reference_scvi,43.0,0.8845355228040488,0.9072324121825436,15744,638
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,44.0,,frozen_reference_scvi,44.0,0.9110989384666172,0.9166398918456912,15744,638
pancreas,heldout,inDrop2,heldout_inDrop2,,40.0,,frozen_reference_scvi,40.0,0.848857654954746,0.8845002127920942,14658,1724
pancreas,heldout,inDrop2,heldout_inDrop2,,41.0,,frozen_reference_scvi,41.0,0.8829114965192503,0.9217466714601729,14658,1724
pancreas,heldout,inDrop2,heldout_inDrop2,,42.0,,frozen_reference_scvi,42.0,0.8553360331957826,0.8962189399039552,14658,1724
pancreas,heldout,inDrop2,heldout_inDrop2,,43.0,,frozen_reference_scvi,43.0,0.9059136629129557,0.9682212882985344,14658,1724
pancreas,heldout,inDrop2,heldout_inDrop2,,44.0,,frozen_reference_scvi,44.0,0.8222205671391576,0.879103236438767,14658,1724
pancreas,heldout,inDrop3,heldout_inDrop3,,40.0,,frozen_reference_scvi,40.0,0.9356795962034995,0.9292469746691255,12777,3605
pancreas,heldout,inDrop3,heldout_inDrop3,,41.0,,frozen_reference_scvi,41.0,0.9578636881961995,0.9510341330314045,12777,3605
pancreas,heldout,inDrop3,heldout_inDrop3,,42.0,,frozen_reference_scvi,42.0,0.9134849624528172,0.9277338778112579,12777,3605
pancreas,heldout,inDrop3,heldout_inDrop3,,43.0,,frozen_reference_scvi,43.0,0.9376347720964464,0.9510518894156885,12777,3605
pancreas,heldout,inDrop3,heldout_inDrop3,,44.0,,frozen_reference_scvi,44.0,0.7902774668620539,0.7821849386658991,12777,3605
immune_cell_human,heldout,10X,heldout_10X,,40.0,,frozen_reference_scvi,40.0,0.7456295357667216,0.8716194035714538,22779,10727
immune_cell_human,heldout,10X,heldout_10X,,41.0,,frozen_reference_scvi,41.0,0.7229302861614798,0.8487524958549528,22779,10727
immune_cell_human,heldout,10X,heldout_10X,,42.0,,frozen_reference_scvi,42.0,0.793589992698167,0.8598180893092641,22779,10727
immune_cell_human,heldout,10X,heldout_10X,,43.0,,frozen_reference_scvi,43.0,0.769039877116405,0.8454443979833056,22779,10727
immune_cell_human,heldout,10X,heldout_10X,,44.0,,frozen_reference_scvi,44.0,0.7527204689068425,0.8845891015858625,22779,10727
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,40.0,,frozen_reference_scvi,40.0,0.8443566075180758,0.8814543883860768,30920,2586
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,41.0,,frozen_reference_scvi,41.0,0.846679981511072,0.8813254517075417,30920,2586
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,42.0,,frozen_reference_scvi,42.0,0.8460408775891809,0.8848789135763355,30920,2586
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,43.0,,frozen_reference_scvi,43.0,0.8533635277298927,0.8862425381970993,30920,2586
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,44.0,,frozen_reference_scvi,44.0,0.8512233879464349,0.8852670559962705,30920,2586
immune_cell_human,heldout,Villani,heldout_Villani,,40.0,,frozen_reference_scvi,40.0,0.35611066351507187,0.7689513258787382,32484,1022
immune_cell_human,heldout,Villani,heldout_Villani,,41.0,,frozen_reference_scvi,41.0,0.3765610668533844,0.8039851073287501,32484,1022
immune_cell_human,heldout,Villani,heldout_Villani,,42.0,,frozen_reference_scvi,42.0,0.4655435681478068,0.7548356129617448,32484,1022
immune_cell_human,heldout,Villani,heldout_Villani,,43.0,,frozen_reference_scvi,43.0,0.5309350503317466,0.7217250239526174,32484,1022
immune_cell_human,heldout,Villani,heldout_Villani,,44.0,,frozen_reference_scvi,44.0,0.46654882676562703,0.7594489018206413,32484,1022
lung_atlas,heldout,3,heldout_3,,40.0,,frozen_reference_scvi,40.0,0.7297552133929052,0.8368778215327852,32010,462
lung_atlas,heldout,3,heldout_3,,41.0,,frozen_reference_scvi,41.0,0.7269393772506028,0.8428759900309537,32010,462
lung_atlas,heldout,3,heldout_3,,42.0,,frozen_reference_scvi,42.0,0.6566227693576927,0.8167693585671796,32010,462
lung_atlas,heldout,3,heldout_3,,43.0,,frozen_reference_scvi,43.0,0.6125539824877216,0.8465191458169666,32010,462
lung_atlas,heldout,3,heldout_3,,44.0,,frozen_reference_scvi,44.0,0.5941676870564966,0.8299999507263429,32010,462
lung_atlas,heldout,B1,heldout_B1,,40.0,,frozen_reference_scvi,40.0,0.5575492663465135,0.821247958021011,30332,2140
lung_atlas,heldout,B1,heldout_B1,,41.0,,frozen_reference_scvi,41.0,0.5565534115264902,0.8398087486525413,30332,2140
lung_atlas,heldout,B1,heldout_B1,,42.0,,frozen_reference_scvi,42.0,0.5991883070517086,0.8423122757697723,30332,2140
lung_atlas,heldout,B1,heldout_B1,,43.0,,frozen_reference_scvi,43.0,0.589629628384377,0.8315755097427547,30332,2140
lung_atlas,heldout,B1,heldout_B1,,44.0,,frozen_reference_scvi,44.0,0.5551646679650979,0.848589800508817,30332,2140
lung_atlas,heldout,4,heldout_4,,40.0,,frozen_reference_scvi,40.0,0.4836175346239739,0.7841967464402376,28709,3763
lung_atlas,heldout,4,heldout_4,,41.0,,frozen_reference_scvi,41.0,0.4885961611795823,0.8220444728587445,28709,3763
lung_atlas,heldout,4,heldout_4,,42.0,,frozen_reference_scvi,42.0,0.5019190905418486,0.7626405639061802,28709,3763
lung_atlas,heldout,4,heldout_4,,43.0,,frozen_reference_scvi,43.0,0.5074860196164734,0.8171176479880554,28709,3763
lung_atlas,heldout,4,heldout_4,,44.0,,frozen_reference_scvi,44.0,0.49410582972409983,0.7768472168433685,28709,3763
