dataset_id,track,heldout_batch,split_id,split_seed,model_seed,anchor_seed,method,seed,macro_f1,balanced_accuracy,n_reference,n_query
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,40.0,,frozen_reference_scanvi,40.0,0.8948605958072373,0.9172145694304399,15744,638
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,41.0,,frozen_reference_scanvi,41.0,0.9045431799552528,0.9303430146718557,15744,638
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,42.0,,frozen_reference_scanvi,42.0,0.8637494421336218,0.9390670683959095,15744,638
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,43.0,,frozen_reference_scanvi,43.0,0.873137529415212,0.8924579100907309,15744,638
pancreas,heldout,fluidigmc1,heldout_fluidigmc1,,44.0,,frozen_reference_scanvi,44.0,0.9324276163732339,0.9254511223480767,15744,638
pancreas,heldout,inDrop2,heldout_inDrop2,,40.0,,frozen_reference_scanvi,40.0,0.8607857565874302,0.8933475141153304,14658,1724
pancreas,heldout,inDrop2,heldout_inDrop2,,41.0,,frozen_reference_scanvi,41.0,0.8941679059732488,0.9372287396879267,14658,1724
pancreas,heldout,inDrop2,heldout_inDrop2,,42.0,,frozen_reference_scanvi,42.0,0.9223513546082142,0.9792781023517706,14658,1724
pancreas,heldout,inDrop2,heldout_inDrop2,,43.0,,frozen_reference_scanvi,43.0,0.9171786810913962,0.9560105696711704,14658,1724
pancreas,heldout,inDrop2,heldout_inDrop2,,44.0,,frozen_reference_scanvi,44.0,0.9184797612045965,0.9742871642687126,14658,1724
pancreas,heldout,inDrop3,heldout_inDrop3,,40.0,,frozen_reference_scanvi,40.0,0.9633081175504244,0.9649125392265898,12777,3605
pancreas,heldout,inDrop3,heldout_inDrop3,,41.0,,frozen_reference_scanvi,41.0,0.9614984017029139,0.9569912725734817,12777,3605
pancreas,heldout,inDrop3,heldout_inDrop3,,42.0,,frozen_reference_scanvi,42.0,0.9417413861323595,0.9633496096498912,12777,3605
pancreas,heldout,inDrop3,heldout_inDrop3,,43.0,,frozen_reference_scanvi,43.0,0.9249098139485143,0.9545209927575099,12777,3605
pancreas,heldout,inDrop3,heldout_inDrop3,,44.0,,frozen_reference_scanvi,44.0,0.8106792814466296,0.815991140898693,12777,3605
immune_cell_human,heldout,10X,heldout_10X,,40.0,,frozen_reference_scanvi,40.0,0.7655895382404132,0.8952768421965794,22779,10727
immune_cell_human,heldout,10X,heldout_10X,,41.0,,frozen_reference_scanvi,41.0,0.8908788361960203,0.8811353503769367,22779,10727
immune_cell_human,heldout,10X,heldout_10X,,42.0,,frozen_reference_scanvi,42.0,0.8359827719462005,0.9021035846781099,22779,10727
immune_cell_human,heldout,10X,heldout_10X,,43.0,,frozen_reference_scanvi,43.0,0.8197250829660276,0.8835936554453783,22779,10727
immune_cell_human,heldout,10X,heldout_10X,,44.0,,frozen_reference_scanvi,44.0,0.8298716155459024,0.8942116865556805,22779,10727
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,40.0,,frozen_reference_scanvi,40.0,0.8432473090045622,0.8863525033248141,30920,2586
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,41.0,,frozen_reference_scanvi,41.0,0.8525472082998684,0.8919158766872937,30920,2586
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,42.0,,frozen_reference_scanvi,42.0,0.8393330568392579,0.8810655763384616,30920,2586
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,43.0,,frozen_reference_scanvi,43.0,0.8472768872213701,0.8931223910578665,30920,2586
immune_cell_human,heldout,Oetjen_A,heldout_Oetjen_A,,44.0,,frozen_reference_scanvi,44.0,0.8602098328434433,0.89659307002555,30920,2586
immune_cell_human,heldout,Villani,heldout_Villani,,40.0,,frozen_reference_scanvi,40.0,0.4497206387808892,0.7347317457027953,32484,1022
immune_cell_human,heldout,Villani,heldout_Villani,,41.0,,frozen_reference_scanvi,41.0,0.5467652213838087,0.7405962324560218,32484,1022
immune_cell_human,heldout,Villani,heldout_Villani,,42.0,,frozen_reference_scanvi,42.0,0.4448118563251917,0.7214559136684597,32484,1022
immune_cell_human,heldout,Villani,heldout_Villani,,43.0,,frozen_reference_scanvi,43.0,0.5446215661373073,0.7383790760747141,32484,1022
immune_cell_human,heldout,Villani,heldout_Villani,,44.0,,frozen_reference_scanvi,44.0,0.4761120348120389,0.7642479028319653,32484,1022
lung_atlas,heldout,3,heldout_3,,40.0,,frozen_reference_scanvi,40.0,0.6802251012927455,0.8380748388012311,32010,462
lung_atlas,heldout,3,heldout_3,,41.0,,frozen_reference_scanvi,41.0,0.7251973785168073,0.8800899665306445,32010,462
lung_atlas,heldout,3,heldout_3,,42.0,,frozen_reference_scanvi,42.0,0.7082105044905959,0.8675596397146034,32010,462
lung_atlas,heldout,3,heldout_3,,43.0,,frozen_reference_scanvi,43.0,0.7050472994329131,0.8756301406422473,32010,462
lung_atlas,heldout,3,heldout_3,,44.0,,frozen_reference_scanvi,44.0,0.6977795715348866,0.8605095469502249,32010,462
lung_atlas,heldout,B1,heldout_B1,,40.0,,frozen_reference_scanvi,40.0,0.6299826219095228,0.9003600047668407,30332,2140
lung_atlas,heldout,B1,heldout_B1,,41.0,,frozen_reference_scanvi,41.0,0.6225659810480729,0.8906327030871245,30332,2140
lung_atlas,heldout,B1,heldout_B1,,42.0,,frozen_reference_scanvi,42.0,0.6239581861301232,0.8868600939055803,30332,2140
lung_atlas,heldout,B1,heldout_B1,,43.0,,frozen_reference_scanvi,43.0,0.6340225546723858,0.9021910651728745,30332,2140
lung_atlas,heldout,B1,heldout_B1,,44.0,,frozen_reference_scanvi,44.0,0.6295137175604956,0.8846760728971486,30332,2140
lung_atlas,heldout,4,heldout_4,,40.0,,frozen_reference_scanvi,40.0,0.5814170289012134,0.8473026489392051,28709,3763
lung_atlas,heldout,4,heldout_4,,41.0,,frozen_reference_scanvi,41.0,0.6715092134032788,0.8651268315823236,28709,3763
lung_atlas,heldout,4,heldout_4,,42.0,,frozen_reference_scanvi,42.0,0.5836713372437529,0.8725594029229976,28709,3763
lung_atlas,heldout,4,heldout_4,,43.0,,frozen_reference_scanvi,43.0,0.5377174208183828,0.8579634540663877,28709,3763
lung_atlas,heldout,4,heldout_4,,44.0,,frozen_reference_scanvi,44.0,0.5883983263897237,0.875817821352368,28709,3763
