dataset_id,heldout_batch,method,model_seed,readout,macro_f1,balanced_accuracy,coverage,assigned_only_macro_f1,assigned_only_accuracy,n_fitting,n_reference,n_query,embedding_dimension,classes_json,confusion_matrix_json,artifact_path,artifact_sha256,total_wall_seconds,peak_rss_mb,reference_build_seconds,query_mapping_seconds,artifact_source_scope
pancreas,fluidigmc1,sclsc_refonly,40,common_distance_weighted_15nn,0.8210577517231523,0.8318786536028923,1.0,,,15744.0,15744,638,16.0,"[""acinar"", ""activated_stellate"", ""alpha"", ""beta"", ""delta"", ""ductal"", ""endothelial"", ""epsilon"", ""gamma"", ""macrophage"", ""mast"", ""quiescent_stellate"", ""schwann""]","[[20, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 237, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 6, 19, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 1, 0, 0, 10, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/pancreas/heldout_fluidigmc1/seed_40/embedding.npz,fec2f4d7be7bd7c011bef4170c6756d50f8a730c21ebd99d926da0ab1c5bf2e2,,,,,
pancreas,fluidigmc1,sclsc_refonly,41,common_distance_weighted_15nn,0.8629518165892763,0.8374857544907169,1.0,,,15744.0,15744,638,16.0,"[""acinar"", ""activated_stellate"", ""alpha"", ""beta"", ""delta"", ""ductal"", ""endothelial"", ""epsilon"", ""gamma"", ""macrophage"", ""mast"", ""quiescent_stellate"", ""schwann""]","[[19, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 236, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 256, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 5, 19, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 2, 0, 1, 9, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/pancreas/heldout_fluidigmc1/seed_41/embedding.npz,54f56015074eb7884b40b74caac10d596b54779479c4c2b376724748453494c9,,,,,
pancreas,fluidigmc1,sclsc_refonly,42,common_distance_weighted_15nn,0.8730982462054876,0.8534171151413538,1.0,,,15744.0,15744,638,16.0,"[""acinar"", ""activated_stellate"", ""alpha"", ""beta"", ""delta"", ""ductal"", ""endothelial"", ""epsilon"", ""gamma"", ""macrophage"", ""mast"", ""quiescent_stellate"", ""schwann""]","[[20, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 237, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 257, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 4, 21, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0], [1, 0, 2, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/pancreas/heldout_fluidigmc1/seed_42/embedding.npz,ae33b0edcc8de490e7f3c709af6c222eea616000b6b4c17fd1dc25ce67409ab6,,,,,
pancreas,fluidigmc1,sclsc_refonly,43,common_distance_weighted_15nn,0.8174672916720543,0.8181399839821559,1.0,,,15744.0,15744,638,16.0,"[""acinar"", ""activated_stellate"", ""alpha"", ""beta"", ""delta"", ""ductal"", ""endothelial"", ""epsilon"", ""gamma"", ""macrophage"", ""mast"", ""quiescent_stellate"", ""schwann""]","[[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 236, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 3, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 4, 19, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0], [1, 0, 3, 3, 0, 0, 7, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/pancreas/heldout_fluidigmc1/seed_43/embedding.npz,6266525885b495b396c5223c841cd5dce16da423f78849a723d206bf2b8e56dc,,,,,
pancreas,fluidigmc1,sclsc_refonly,44,common_distance_weighted_15nn,0.9134854925348453,0.8756830662445142,1.0,,,15744.0,15744,638,16.0,"[""acinar"", ""activated_stellate"", ""alpha"", ""beta"", ""delta"", ""ductal"", ""endothelial"", ""epsilon"", ""gamma"", ""macrophage"", ""mast"", ""quiescent_stellate"", ""schwann""]","[[20, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 237, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 256, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 5, 20, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0], [0, 0, 2, 2, 0, 0, 10, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/pancreas/heldout_fluidigmc1/seed_44/embedding.npz,59ea10a38cffb9f3377694697c8bf66836088f9f9e1147183e035450146a9456,,,,,
pancreas,inDrop2,sclsc_refonly,40,common_distance_weighted_15nn,0.9001392365873587,0.926445082027908,1.0,,,14658.0,14658,1724,16.0,"[""acinar"", ""activated_stellate"", ""alpha"", ""beta"", ""delta"", ""ductal"", ""endothelial"", ""epsilon"", ""gamma"", ""macrophage"", ""mast"", ""quiescent_stellate"", ""schwann"", ""t_cell""]","[[2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 79, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 674, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 369, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0], [32, 0, 0, 0, 0, 269, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/pancreas/heldout_inDrop2/seed_40/embedding.npz,721edca02f338ac6fd3653db632bb80f82a04240fa81b54963d1b63b0b13c5b8,,,,,
pancreas,inDrop2,sclsc_refonly,41,common_distance_weighted_15nn,0.8490694640232342,0.9131968660047536,1.0,,,14658.0,14658,1724,16.0,"[""acinar"", ""activated_stellate"", ""alpha"", ""beta"", ""delta"", ""ductal"", ""endothelial"", ""epsilon"", ""gamma"", ""macrophage"", ""mast"", ""quiescent_stellate"", ""schwann"", ""t_cell""]","[[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 78, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 673, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 369, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0], [37, 0, 0, 0, 0, 264, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/pancreas/heldout_inDrop2/seed_41/embedding.npz,e217b7d94772611eefa5ca5f440c58a205328b6c5e43598f9a8b9697e2c79c4e,,,,,
pancreas,inDrop2,sclsc_refonly,42,common_distance_weighted_15nn,0.9120313988355425,0.9596634928019026,1.0,,,14658.0,14658,1724,16.0,"[""acinar"", ""activated_stellate"", ""alpha"", ""beta"", ""delta"", ""ductal"", ""endothelial"", ""epsilon"", ""gamma"", ""macrophage"", ""mast"", ""quiescent_stellate"", ""schwann"", ""t_cell""]","[[2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 79, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 671, 1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0], [0, 0, 0, 369, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0], [31, 0, 0, 0, 0, 270, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0], [0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/pancreas/heldout_inDrop2/seed_42/embedding.npz,db63f723c380ecf10c9871e478c325f8a715f36b052ecd41b387e2d1cf754b5c,,,,,
pancreas,inDrop2,sclsc_refonly,43,common_distance_weighted_15nn,0.8562855177307147,0.89498928380109,1.0,,,14658.0,14658,1724,16.0,"[""acinar"", ""activated_stellate"", ""alpha"", ""beta"", ""delta"", ""ductal"", ""endothelial"", ""epsilon"", ""gamma"", ""macrophage"", ""mast"", ""quiescent_stellate"", ""schwann"", ""t_cell""]","[[2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 79, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 675, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 369, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0], [18, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/pancreas/heldout_inDrop2/seed_43/embedding.npz,d7e0078ebf44754518d58d59da21fb3665c6f7e56abd0178172b5934841d1a16,,,,,
pancreas,inDrop2,sclsc_refonly,44,common_distance_weighted_15nn,0.8512146902979717,0.8944763944667508,1.0,,,14658.0,14658,1724,16.0,"[""acinar"", ""activated_stellate"", ""alpha"", ""beta"", ""delta"", ""ductal"", ""endothelial"", ""epsilon"", ""gamma"", ""macrophage"", ""mast"", ""quiescent_stellate"", ""schwann"", ""t_cell""]","[[2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 78, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 674, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 369, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0], [16, 0, 0, 0, 0, 285, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/pancreas/heldout_inDrop2/seed_44/embedding.npz,3b1e8f9cea75c7cb527c42bf45ab2d16752a9f0de2c05ec99d824b879bbb3aa4,,,,,
pancreas,inDrop3,sclsc_refonly,40,common_distance_weighted_15nn,0.8704423573381667,0.8743105699816515,1.0,,,12777.0,12777,3605,16.0,"[""acinar"", ""activated_stellate"", ""alpha"", ""beta"", ""delta"", ""ductal"", ""endothelial"", ""epsilon"", ""gamma"", ""macrophage"", ""mast"", ""quiescent_stellate"", ""schwann"", ""t_cell""]","[[637, 3, 0, 0, 0, 199, 0, 0, 0, 0, 0, 4, 0, 0], [0, 95, 1, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0], [1, 0, 1127, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [2, 0, 3, 779, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 16, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 374, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 4, 2, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0], [0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 49, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/pancreas/heldout_inDrop3/seed_40/embedding.npz,ca7fb8bc049badf2f6f2b9e56b3a15d691578ed77d4337ec3d975e22acc862b7,,,,,
pancreas,inDrop3,sclsc_refonly,41,common_distance_weighted_15nn,0.8643006174077213,0.8721380916828606,1.0,,,12777.0,12777,3605,16.0,"[""acinar"", ""activated_stellate"", ""alpha"", ""beta"", ""delta"", ""ductal"", ""endothelial"", ""epsilon"", ""gamma"", ""macrophage"", ""mast"", ""quiescent_stellate"", ""schwann"", ""t_cell""]","[[634, 3, 0, 0, 0, 202, 1, 0, 0, 0, 0, 3, 0, 0], [0, 93, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0], [1, 0, 1123, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [2, 0, 2, 780, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 17, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 375, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 5, 1, 3, 0, 0, 0, 27, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0], [0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 49, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/pancreas/heldout_inDrop3/seed_41/embedding.npz,ecd1e1c1a645bf077c87949a4e586f83c4b03d1af8a860326e47bfb58119b71a,,,,,
pancreas,inDrop3,sclsc_refonly,42,common_distance_weighted_15nn,0.7774856320367142,0.7691796906184533,1.0,,,12777.0,12777,3605,16.0,"[""acinar"", ""activated_stellate"", ""alpha"", ""beta"", ""delta"", ""ductal"", ""endothelial"", ""epsilon"", ""gamma"", ""macrophage"", ""mast"", ""quiescent_stellate"", ""schwann"", ""t_cell""]","[[669, 3, 0, 0, 0, 167, 2, 0, 0, 0, 0, 2, 0, 0], [0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0], [1, 0, 1126, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0], [3, 0, 4, 779, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 2, 13, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 375, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0], [1, 0, 1, 5, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0], [0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 49, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/pancreas/heldout_inDrop3/seed_42/embedding.npz,e9f488880c903953b8492d45b67107dbd0dddf8f5f4aefa463e8dfa0394beaf7,,,,,
pancreas,inDrop3,sclsc_refonly,43,common_distance_weighted_15nn,0.8272272071256329,0.8715438690258281,1.0,,,12777.0,12777,3605,16.0,"[""acinar"", ""activated_stellate"", ""alpha"", ""beta"", ""delta"", ""ductal"", ""endothelial"", ""epsilon"", ""gamma"", ""macrophage"", ""mast"", ""quiescent_stellate"", ""schwann"", ""t_cell""]","[[667, 3, 0, 1, 1, 167, 0, 0, 0, 0, 0, 2, 2, 0], [0, 95, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0], [1, 0, 1126, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [3, 0, 3, 780, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 14, 146, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 374, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 87, 0, 0, 0, 0, 3, 0, 0], [0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 1, 4, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 12, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0], [0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 49, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/pancreas/heldout_inDrop3/seed_43/embedding.npz,d5c60ea9dd0ce5b82b23dd9c97f890b73af2dab9574e5392349b965eb12773cd,,,,,
pancreas,inDrop3,sclsc_refonly,44,common_distance_weighted_15nn,0.8769237381475694,0.8863840831824863,1.0,,,12777.0,12777,3605,16.0,"[""acinar"", ""activated_stellate"", ""alpha"", ""beta"", ""delta"", ""ductal"", ""endothelial"", ""epsilon"", ""gamma"", ""macrophage"", ""mast"", ""quiescent_stellate"", ""schwann"", ""t_cell""]","[[666, 3, 0, 0, 0, 171, 1, 0, 0, 0, 0, 2, 0, 0], [0, 92, 0, 3, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0], [1, 0, 1126, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0], [3, 0, 1, 781, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 16, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 2, 0, 373, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 1, 1, 0, 1, 0, 0, 33, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0], [0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 49, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/pancreas/heldout_inDrop3/seed_44/embedding.npz,9d4cded17b3bde5be7e44a86352eca4a615eda7b7c46bf680bf80b827ed15f53,,,,,
immune_cell_human,10X,sclsc_refonly,40,official_sclsc_unweighted_10nn_training_subset,0.8807790224755161,0.8672946095688955,1.0,,,20501.0,22779,10727,16.0,"[""CD14+ Monocytes"", ""CD16+ Monocytes"", ""CD20+ B cells"", ""CD4+ T cells"", ""CD8+ T cells"", ""HSPCs"", ""Megakaryocyte progenitors"", ""Monocyte-derived dendritic cells"", ""NK cells"", ""NKT cells"", ""Plasma cells"", ""Plasmacytoid dendritic cells""]","[[3347, 39, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0], [19, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1523, 3, 3, 0, 1, 0, 6, 10, 0, 0], [0, 0, 0, 2880, 34, 0, 5, 0, 0, 18, 0, 0], [0, 0, 0, 24, 326, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 21, 5, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0], [60, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0], [0, 0, 0, 3, 0, 0, 0, 0, 605, 148, 0, 0], [0, 0, 1, 68, 31, 0, 0, 0, 28, 928, 0, 0], [0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 9, 1], [0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 79]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_10X/seed_40/embedding.npz,f3ddb116863a80979ddbd36a848a619daca6a59ccc0318b7677b458f966e002f,,,,,
