dataset_id,heldout_batch,method,model_seed,readout,macro_f1,balanced_accuracy,coverage,assigned_only_macro_f1,assigned_only_accuracy,n_fitting,n_reference,n_query,embedding_dimension,classes_json,confusion_matrix_json,artifact_path,artifact_sha256,total_wall_seconds,peak_rss_mb,reference_build_seconds,query_mapping_seconds,artifact_source_scope
immune_cell_human,Villani,sclsc_refonly,40,common_distance_weighted_15nn,0.6152259384828863,0.6818656911418866,1.0,,,32484.0,32484,1022,16.0,"[""CD14+ Monocytes"", ""CD16+ Monocytes"", ""Monocyte-derived dendritic cells"", ""Plasmacytoid dendritic cells""]","[[145, 0, 0, 0], [158, 14, 0, 0], [42, 147, 345, 0], [0, 0, 0, 171]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_Villani/seed_40/embedding.npz,686ec5bf04d13ef1e4672cabfa5c9e12d85915a5871ca36c5391dfc9668d2200,,,,,
immune_cell_human,Villani,sclsc_refonly,41,common_distance_weighted_15nn,0.4125104026863226,0.6843768114636175,1.0,,,32484.0,32484,1022,16.0,"[""CD14+ Monocytes"", ""CD16+ Monocytes"", ""HSPCs"", ""Monocyte progenitors"", ""Monocyte-derived dendritic cells"", ""Plasmacytoid dendritic cells""]","[[144, 0, 0, 1, 0, 0], [147, 24, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0], [45, 162, 0, 0, 323, 4], [0, 0, 0, 0, 0, 171]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_Villani/seed_41/embedding.npz,276dc7bf1c1ecbd7587bc29ae75cd0613e28acb7a2768dccc5ba0c174a8d6d94,,,,,
immune_cell_human,Villani,sclsc_refonly,42,common_distance_weighted_15nn,0.6670172427010097,0.7204215961003037,1.0,,,32484.0,32484,1022,16.0,"[""CD14+ Monocytes"", ""CD16+ Monocytes"", ""Monocyte-derived dendritic cells"", ""Plasmacytoid dendritic cells""]","[[143, 2, 0, 0], [130, 40, 2, 0], [14, 166, 354, 0], [0, 0, 0, 171]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_Villani/seed_42/embedding.npz,eb7a64d3446ef72539a8fff5c23647217bda489f4a06cffd4d18c54b16ae1daf,,,,,
immune_cell_human,Villani,sclsc_refonly,43,common_distance_weighted_15nn,0.7017628758723802,0.7478908931998595,1.0,,,32484.0,32484,1022,16.0,"[""CD14+ Monocytes"", ""CD16+ Monocytes"", ""Monocyte-derived dendritic cells"", ""Plasmacytoid dendritic cells""]","[[143, 1, 1, 0], [102, 56, 14, 0], [2, 169, 363, 0], [0, 0, 0, 171]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_Villani/seed_43/embedding.npz,28b5f8edec7dff0c10172624d6899de9d7bfd5d6d39938799474b463bd597cc8,,,,,
immune_cell_human,Villani,sclsc_refonly,44,common_distance_weighted_15nn,0.7244261173758234,0.7781909541701582,1.0,,,32484.0,32484,1022,16.0,"[""CD14+ Monocytes"", ""CD16+ Monocytes"", ""Monocyte-derived dendritic cells"", ""Plasmacytoid dendritic cells""]","[[143, 2, 0, 0], [90, 82, 0, 0], [16, 171, 347, 0], [0, 0, 0, 171]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/immune_cell_human/heldout_Villani/seed_44/embedding.npz,9c1e4b11d51955405a409f27467ae79b5c29f25ec35bf7755cec4a46852ff7d6,,,,,
lung_atlas,3,sclsc_refonly,40,common_distance_weighted_15nn,0.6818880791205514,0.8374326238733019,1.0,,,32010.0,32010,462,16.0,"[""B cell"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Macrophage"", ""Mast cell"", ""Neutrophil_CD14_high"", ""Neutrophils_IL1R2"", ""Secretory"", ""T/NK cell"", ""Type 2""]","[[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 92, 0, 0, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 97, 0, 0, 0, 0, 0], [0, 0, 4, 0, 0, 1, 0, 7, 1, 0, 0, 0], [0, 0, 4, 0, 0, 4, 0, 2, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 58, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_3/seed_40/embedding.npz,ab731a6a7b44d2ed5f1a5280b18ec92cd0e38a79dd56a7972269b8e5cbd655fc,,,,,
lung_atlas,3,sclsc_refonly,41,common_distance_weighted_15nn,0.7066045663370387,0.8758941623348402,1.0,,,32010.0,32010,462,16.0,"[""B cell"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Macrophage"", ""Mast cell"", ""Neutrophil_CD14_high"", ""Neutrophils_IL1R2"", ""Secretory"", ""T/NK cell"", ""Type 2""]","[[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 92, 0, 0, 4, 0, 2, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 97, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0], [0, 0, 5, 0, 0, 1, 0, 4, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 58, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_3/seed_41/embedding.npz,6a5b65cb733f569bc8263f28e733d4a089334c11c80dc42032af9eb8a4788b5d,,,,,
lung_atlas,3,sclsc_refonly,42,common_distance_weighted_15nn,0.7733560475347319,0.8659067123352837,1.0,,,32010.0,32010,462,16.0,"[""B cell"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Macrophage"", ""Mast cell"", ""Neutrophil_CD14_high"", ""Neutrophils_IL1R2"", ""T/NK cell"", ""Type 2""]","[[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 95, 0, 0, 2, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 97, 0, 0, 0, 0], [0, 0, 3, 0, 0, 1, 0, 9, 0, 0, 0], [0, 0, 5, 0, 0, 3, 0, 2, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_3/seed_42/embedding.npz,02f87c0ee93b0cde932ff0ccee7d4e5478338abea28b28fbbbb7f2287486bf25,,,,,
lung_atlas,3,sclsc_refonly,43,common_distance_weighted_15nn,0.7229914460923913,0.878313171896707,1.0,,,32010.0,32010,462,16.0,"[""B cell"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Macrophage"", ""Mast cell"", ""Neutrophil_CD14_high"", ""Neutrophils_IL1R2"", ""Secretory"", ""T/NK cell"", ""Type 2""]","[[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 93, 0, 0, 4, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 97, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 0, 0, 11, 0, 0, 0, 0], [0, 0, 6, 0, 0, 2, 0, 1, 2, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 58, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_3/seed_43/embedding.npz,25f9d1d09058b1de3cd157f607ec4c033edcfbd8fed77b6f8cd7560923938897,,,,,
lung_atlas,3,sclsc_refonly,44,common_distance_weighted_15nn,0.6901353873678597,0.8591109455516236,1.0,,,32010.0,32010,462,16.0,"[""B cell"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Macrophage"", ""Mast cell"", ""Neutrophil_CD14_high"", ""Neutrophils_IL1R2"", ""Secretory"", ""T/NK cell"", ""Type 2""]","[[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 92, 0, 0, 4, 0, 2, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0, 97, 0, 0, 0, 0, 0], [0, 0, 2, 0, 0, 0, 0, 11, 0, 0, 0, 0], [0, 0, 6, 0, 0, 1, 0, 4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 58, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_3/seed_44/embedding.npz,a8ef8a777a0f096eeda04ef79fe0b211bd372d6e7a6f80c752095145b8cb9f02,,,,,
lung_atlas,4,sclsc_refonly,40,common_distance_weighted_15nn,0.7418189903197003,0.8172367791353784,1.0,,,28709.0,28709,3763,16.0,"[""B cell"", ""Basal 2"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Lymphatic"", ""Macrophage"", ""Neutrophil_CD14_high"", ""Secretory"", ""T/NK cell"", ""Type 2""]","[[2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 0, 1], [0, 0, 0, 137, 0, 0, 0, 8, 5, 0, 0, 0], [0, 0, 0, 0, 47, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0], [0, 0, 0, 243, 2, 2, 0, 1482, 94, 0, 0, 5], [0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0], [0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 0, 1414]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_4/seed_40/embedding.npz,2dce0e8de23c7512bdb2887f1b5d93fc632fb0275b39ca0cf823eec05344a2fd,,,,,
lung_atlas,4,sclsc_refonly,41,common_distance_weighted_15nn,0.6572347121700208,0.8623499066190595,1.0,,,28709.0,28709,3763,16.0,"[""B cell"", ""Basal 2"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Lymphatic"", ""Macrophage"", ""Neutrophil_CD14_high"", ""Neutrophils_IL1R2"", ""Secretory"", ""T/NK cell"", ""Type 2""]","[[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1], [0, 0, 0, 136, 0, 0, 0, 5, 7, 0, 0, 2, 0], [0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0], [0, 0, 0, 303, 2, 1, 0, 1340, 167, 1, 1, 2, 11], [0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0], [0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1415]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_4/seed_41/embedding.npz,cc82d590bbfd72d5794673b294d39731875339f026bf11e23aa027fa995d78d5,,,,,
lung_atlas,4,sclsc_refonly,42,common_distance_weighted_15nn,0.7457994106297696,0.8736976244209654,1.0,,,28709.0,28709,3763,16.0,"[""B cell"", ""Basal 2"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Lymphatic"", ""Macrophage"", ""Neutrophil_CD14_high"", ""Secretory"", ""T/NK cell"", ""Type 2""]","[[3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0], [0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 4, 0, 0, 0, 0, 0, 0, 2, 0, 1], [1, 0, 0, 136, 0, 0, 0, 9, 4, 0, 0, 0], [0, 0, 0, 0, 47, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0], [0, 0, 0, 316, 1, 2, 0, 1363, 145, 0, 1, 0], [0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0], [0, 0, 3, 0, 0, 0, 0, 2, 0, 1, 0, 1413]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_4/seed_42/embedding.npz,991e8427d52a85e635d839f2973ccc4e2aa775581a8b310bfafa17e6a0a1a8cc,,,,,
lung_atlas,4,sclsc_refonly,43,common_distance_weighted_15nn,0.6912935819975133,0.8514519201516683,1.0,,,28709.0,28709,3763,16.0,"[""B cell"", ""Basal 2"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Lymphatic"", ""Macrophage"", ""Neutrophil_CD14_high"", ""Neutrophils_IL1R2"", ""Secretory"", ""T/NK cell"", ""Type 2""]","[[2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 140, 0, 0, 0, 7, 3, 0, 0, 0, 0], [0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0], [0, 0, 0, 318, 2, 2, 1, 1381, 116, 1, 1, 0, 6], [0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0], [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0], [0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1414]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_4/seed_43/embedding.npz,b6d59d7d831aeeb21a81db96e1f1fad129c18904f535fccddd3ddb8c10c2e857,,,,,
lung_atlas,4,sclsc_refonly,44,common_distance_weighted_15nn,0.6409740914841806,0.8459807008470244,1.0,,,28709.0,28709,3763,16.0,"[""B cell"", ""Basal 2"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Lymphatic"", ""Macrophage"", ""Neutrophil_CD14_high"", ""Neutrophils_IL1R2"", ""Secretory"", ""T/NK cell"", ""Type 2""]","[[2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0], [0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 135, 0, 0, 0, 9, 4, 0, 0, 1, 0], [0, 0, 0, 0, 47, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0], [0, 0, 0, 291, 3, 0, 0, 1360, 156, 2, 11, 1, 4], [0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0], [0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1414]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_4/seed_44/embedding.npz,a49e6644fac33634f3ff3b9b894075def3c24b1ddd0c6ba5ca4b20090f033bbd,,,,,
lung_atlas,B1,sclsc_refonly,40,common_distance_weighted_15nn,0.714780614074702,0.8590203167038858,1.0,,,30332.0,30332,2140,16.0,"[""B cell"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Lymphatic"", ""Macrophage"", ""Mast cell"", ""Neutrophil_CD14_high"", ""Secretory"", ""T/NK cell"", ""Type 1"", ""Type 2""]","[[3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2], [0, 74, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 38, 0, 0, 1, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 2], [3, 0, 2, 0, 0, 0, 586, 0, 1, 2, 2, 0, 10], [0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [3, 0, 1, 0, 0, 0, 7, 0, 0, 30, 0, 3, 26], [1, 0, 0, 0, 0, 0, 3, 1, 0, 0, 268, 0, 1], [0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 184, 18], [11, 1, 0, 0, 0, 0, 23, 0, 1, 22, 7, 10, 674]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_B1/seed_40/embedding.npz,9b7e33f379a8d606cab986bb84d9f3f8f007d1c4da7127fb8107d01bfe02365a,,,,,
lung_atlas,B1,sclsc_refonly,41,common_distance_weighted_15nn,0.714914115490457,0.8627785240840123,1.0,,,30332.0,30332,2140,16.0,"[""B cell"", ""Basal 2"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Lymphatic"", ""Macrophage"", ""Mast cell"", ""Secretory"", ""T/NK cell"", ""Type 1"", ""Type 2""]","[[3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 75, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 37, 0, 0, 1, 0, 0, 0, 0, 2], [0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 0, 0, 0], [0, 0, 0, 0, 0, 0, 42, 1, 0, 0, 0, 0, 1], [5, 0, 0, 4, 0, 0, 0, 584, 0, 3, 2, 0, 8], [0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 18, 0, 35, 1, 2, 13], [1, 0, 0, 0, 0, 0, 0, 4, 1, 2, 265, 0, 1], [0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 188, 13], [9, 0, 0, 0, 2, 0, 0, 34, 0, 36, 6, 5, 657]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_B1/seed_41/embedding.npz,91fde3b9e8cdb5d4ef4f4e38f1cbc9c1650fb0a974b983df2ed75d873e68cb56,,,,,
lung_atlas,B1,sclsc_refonly,42,common_distance_weighted_15nn,0.7182140556462729,0.8710975984939946,1.0,,,30332.0,30332,2140,16.0,"[""B cell"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Lymphatic"", ""Macrophage"", ""Mast cell"", ""Neutrophil_CD14_high"", ""Secretory"", ""T/NK cell"", ""Type 1"", ""Type 2""]","[[3, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0], [0, 76, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 37, 0, 0, 1, 0, 0, 0, 0, 0, 1], [0, 1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 42, 0, 0, 0, 0, 0, 0, 1], [4, 0, 1, 0, 0, 0, 585, 0, 2, 3, 4, 0, 7], [0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 9, 0, 0, 42, 1, 2, 14], [1, 0, 0, 0, 0, 0, 5, 1, 0, 1, 266, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 181, 20], [10, 1, 0, 0, 0, 0, 19, 0, 0, 41, 9, 6, 663]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_B1/seed_42/embedding.npz,4797270c7cf661110aa2dd1d5c2cf047278c8a486548e4f53232023bc503f0e8,,,,,
lung_atlas,B1,sclsc_refonly,43,common_distance_weighted_15nn,0.7089605355739366,0.8595775389513244,1.0,,,30332.0,30332,2140,16.0,"[""B cell"", ""Basal 2"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Lymphatic"", ""Macrophage"", ""Mast cell"", ""Secretory"", ""T/NK cell"", ""Type 1"", ""Type 2""]","[[3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 70, 1, 0, 0, 0, 0, 0, 10, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 39, 0, 0, 1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 42, 0, 0, 2, 0, 0, 0], [4, 0, 0, 2, 0, 0, 0, 591, 0, 3, 2, 0, 4], [0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 0, 17, 0, 33, 0, 1, 16], [1, 0, 0, 0, 0, 0, 0, 5, 1, 0, 267, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 186, 13], [17, 0, 1, 0, 0, 0, 0, 35, 0, 32, 7, 3, 654]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_B1/seed_43/embedding.npz,ddfec87c69812cca1058c5f7c0382b8e5690ff16aafc3904c77fe13d12ef9595,,,,,
lung_atlas,B1,sclsc_refonly,44,common_distance_weighted_15nn,0.7132859054657443,0.8747612521457507,1.0,,,30332.0,30332,2140,16.0,"[""B cell"", ""Ciliated"", ""Dendritic cell"", ""Endothelium"", ""Fibroblast"", ""Lymphatic"", ""Macrophage"", ""Mast cell"", ""Neutrophil_CD14_high"", ""Secretory"", ""T/NK cell"", ""Type 1"", ""Type 2""]","[[4, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0], [0, 75, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 36, 2, 0, 1, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 42, 1, 0, 0, 0, 0, 0, 1], [8, 0, 3, 0, 0, 0, 581, 0, 3, 2, 3, 0, 6], [0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 15, 0, 0, 32, 1, 1, 20], [1, 0, 0, 0, 0, 0, 4, 1, 0, 1, 266, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 183, 19], [14, 0, 0, 0, 0, 0, 25, 0, 0, 28, 7, 4, 671]]",/home/gzou/scib_reproduce/outputs/baseline_extension_v1_1/sclsc_refonly/lung_atlas/heldout_B1/seed_44/embedding.npz,d5659441f58acb8fd8a10a217621bfbbe16ad39ad29ce90db60ab43af06e956e,,,,,
